Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Major,Minor,Angle
leaf:D1_2W_Ev_1,1,213711,213711,18.422,255,5609.863,2347.395,115.918,176.414
lesions:D1_2W_Ev_1,12,38851,3237.583,4.367,255,257.76,81.074,16.312,122.308
leaf:D1_2W_Ev_3,1,236454,236454,26.696,255,4614.594,1957.418,153.806,0.428
lesions:D1_2W_Ev_3,15,55774,3718.267,14.78,255,214.434,77.464,13.779,105.015
leaf:D1_2W_EvA,1,499126,499126,23.057,255,10884.107,5019.954,126.596,0.204
lesions:D1_2W_EvA,40,145297,3632.425,19.536,255,211.376,77.238,13.737,80.144
leaf:D1_3F_EvA,1,112156,112156,8.241,255,4095.2,1883.922,75.8,0.253
lesions:D1_3F_EvA,8,7604,950.5,4.812,255,146.775,52.128,10.38,85.389
leaf:D1_3W_Ev_1,2,595299,297649.5,32.582,255,5794.296,2619.185,144.307,89.94
lesions:D1_3W_Ev_1,22,15021,682.773,1.409,255,101.408,37.69,10.278,88.134
leaf:D1_3W_Ev_2,2,425173,212586.5,25.473,255,6241.308,3154.283,85.787,1.976
lesions:D1_3W_Ev_2,16,1495,93.438,0.135,255,38.736,15.867,7.077,67.583
leaf:D1_3W_Ev_3,1,190153,190153,21.03,255,3494.42,1678.06,144.28,3.058
lesions:D1_3W_Ev_3,8,9042,1130.25,3.06,255,92.578,25.514,15.945,75.205
leaf:D1_3W_EvA,2,872959,436479.5,34.817,255,8277.577,3994.235,138.486,0.572
lesions:D1_3W_EvA,17,5792,340.706,0.331,255,85.196,33.718,10.371,31.871
leaf:D1_4F_Ev_1,2,520545,260272.5,22.725,255,5694.428,2601.634,126.906,178.839
lesions:D1_4F_Ev_1,18,32252,1791.778,3.872,255,261.554,106.937,13.227,102.796
leaf:D1_4F_Ev_2,2,487193,243596.5,19.348,255,6847.53,3172.845,96.928,1.778
lesions:D1_4F_Ev_2,7,64492,9213.143,4.836,255,852.032,321.157,19.388,77.461
leaf:D1_4F_EvA,1,99755,99755,8.14,255,3302.708,1549.651,81.962,1.268
lesions:D1_4F_EvA,4,563,140.75,0.361,255,43.542,16.965,9.394,54.56
leaf:D1_5F_Ev_2,1,248362,248362,8.861,255,7988.744,3757.033,84.169,179.942
lesions:D1_5F_Ev_2,2,432,216,0.128,255,68.213,30.771,8.673,91.384
leaf:D1_5F_EvA,2,516404,258202,16.411,255,5502.076,2590.13,126.453,2.773
lesions:D1_5F_EvA,9,7534,837.111,0.583,255,120.685,47.699,16.027,46.946
leaf:D1_6W_Ev_2,1,176550,176550,11.526,255,7185.883,3579.815,62.794,2.006
lesions:D1_6W_Ev_2,1,15,15,0.003,255,13.314,4.64,4.116,165.964
leaf:D1_6W_Ev_3,1,248146,248146,17.611,255,8180.562,4175.015,75.676,179.484
lesions:D1_6W_Ev_3,9,255,28.333,0.069,255,18.62,6.917,4.779,103.058
leaf:D1_6W_Ev_R1_edited,2,647750,323875,23.254,254.991,7718.756,3805.143,106.341,89.423
lesions:D1_6W_Ev_R1_edited,21,3968,188.952,0.273,255,53.033,20.948,9.442,87.412
leaf:D1_6W_Ev_R3,1,242607,242607,15.88,255,9496.373,4421.278,69.866,178.676
lesions:D1_6W_Ev_R3,8,838,104.75,0.115,255,40.428,16.876,7.461,76.937
leaf:D1_6W_Ev_R4,1,54432,54432,11.129,255,2684.524,1173.623,59.052,177.047
lesions:D1_6W_Ev_R4,2,4772,2386,4.186,255,212.79,90.512,24.53,178.905
leaf:D1_6W_Ev_R5,1,391665,391665,23.075,255,9379.763,4372.05,114.062,178.003
lesions:D1_6W_Ev_R5,12,5265,438.75,0.554,255,102.239,44.605,10.709,133.067
leaf:D1_6W_EvA,2,1007270,503635,38.186,255,8811.275,4210.927,152.631,179.379
lesions:D1_6W_EvA,8,982,122.75,0.06,255,41.781,17.272,7.21,94.726
leaf:D1_7F_Ev_2,2,522065,261032.5,23.569,255,5684.959,2702.341,122.97,178.638
lesions:D1_7F_Ev_2,5,904,180.8,0.104,255,57.524,22.844,8.698,99.067
leaf:D1_7F_Ev_3,2,613393,306696.5,26.712,255,6437.206,3106.24,124.663,90.123
lesions:D1_7F_Ev_3,4,493,123.25,0.039,255,40.824,17.392,7.057,166.71
leaf:D1_7F_Ev_R1,1,341120,341120,19.901,255,7004.608,3413.218,127.249,177.49
lesions:D1_7F_Ev_R1,10,32746,3274.6,4.498,255,177.16,68.706,17.76,126.225
leaf:D1_7W_Ev_1,1,199428,199428,12.318,255,6285.166,2962.584,85.709,179.967
lesions:D1_7W_Ev_1,5,4508,901.6,1.652,255,171.149,67.358,9.784,38.042
leaf:D1_7W_Ev_3,1,145898,145898,13.981,255,6037.089,2746.128,67.645,1.456
lesions:D1_7W_Ev_3,1,45,45,0.015,255,23.899,8.729,6.563,174.834
leaf:D1_7W_Ev_R3,2,609392,304696,32.564,255,6495.008,3012.772,128.591,178.008
lesions:D1_7W_Ev_R3,10,1744,174.4,0.159,255,49.7,20.384,8.828,95.878
leaf:D1_7W_Ev_R4,1,400241,400241,20.169,254.983,10252.966,5110.144,99.724,0.796
lesions:D1_7W_Ev_R4,17,12977,763.353,2.031,255,123.698,43.32,13.523,84.029
leaf:D1_7W_Ev_R6,2,592076,296038,13.476,255,9468.632,2830.66,133.663,89.679
lesions:D1_7W_Ev_R6,20,7594,379.7,0.375,255,86.635,37.38,9.343,62.154
leaf:D1_7W_Ev_R7,1,227239,227239,14.669,255,8015.089,3916.208,73.88,178.638
lesions:D1_7W_Ev_R7,2,179,89.5,0.036,255,38.506,14.992,7.537,172.273
leaf:D1_7W_Ev_R8,1,124555,124555,12.555,254.842,5691.156,2553.737,62.101,179.423
lesions:D1_7W_Ev_R8,5,2867,573.4,1.044,255,104.547,46.673,8.935,94.01
leaf:D1_7W_Ev_R9,1,446814,446814,23.022,255,9405.545,4564.305,124.641,1.364
lesions:D1_7W_Ev_R9,24,43701,1820.875,5.164,255,148.64,55.318,18.119,47.98
leaf:D1_7W_EvA,1,440547,440547,16.232,255,9032.383,4161.642,134.784,179.085
lesions:D1_7W_EvA,14,27339,1952.786,3.812,255,272.122,104.642,12.815,62.262
leaf:D1_8F_EvA_R1,1,500853,500853,24.618,254.998,10523.83,4704.426,135.554,1.964
lesions:D1_8F_EvA_R1,20,222572,11128.6,18.413,255,503.718,184.222,18.034,47.005
leaf:D1_8F_EvA_R2,2,684605,342302.5,29.053,255,6426.48,3032.694,143.747,2.038
lesions:D1_8F_EvA_R2,11,1186,107.818,0.086,255,36.328,15.363,6.051,36.981
leaf:D1_8W_Ev_1,1,177971,177971,12.693,255,5138.289,2390.593,94.788,0.821
lesions:D1_8W_Ev_1,18,31799,1766.611,12.474,255,175.881,72.196,11.869,61.731
leaf:D1_8W_EvA_R1,2,376050,188025,14.343,255,5538.909,2664.846,89.487,1.833
lesions:D1_8W_EvA_R1,9,2585,287.222,0.28,255,64.035,26.372,10.267,78.295
leaf:D1_9F_Ev_1,2,540689,270344.5,26.186,255,6793.302,3056.126,112.547,1.998
lesions:D1_9F_Ev_1,17,110779,6516.412,7.816,255,359.299,140.273,12.791,61.234
leaf:D1_9F_EvA,2,526490,263245,33.992,255,6102.015,2947.442,113.733,0.829
lesions:D1_9F_EvA,1,4,4,3.83E-04,255,5.657,2.257,2.257,0
leaf:D1_9F_EvA_R1,2,1237845,618922.5,46.433,255,7842.955,3458.138,227.46,0.666
lesions:D1_9F_EvA_R1,18,17165,953.611,0.807,255,129.78,46.385,13.834,99.389
leaf:D1_9F_EvA_R2,1,670676,670676,31.766,254.965,11077.757,5204.464,164.077,2.709
lesions:D1_9F_EvA_R2,56,63086,1126.536,3.777,255,120.838,41.154,12.046,57.591
leaf:D1_9F_EvA_R3,2,662041,331020.5,28.79,254.996,6533.47,2923.429,143.068,90.446
lesions:D1_9F_EvA_R3,13,59661,4589.308,4.887,255,356.85,122.617,13.012,90.108
leaf:D1_9F_EvA_R4,2,723649,361824.5,30.058,255,6547.392,2980.763,154.817,178.448
lesions:D1_9F_EvA_R4,9,3824,424.889,0.341,255,87.146,37.65,10.794,103.503
leaf:D1_9W_Ev_1,1,260471,260471,18.547,255,6100.327,3062.035,108.308,179.254
lesions:D1_9W_Ev_1,17,25614,1506.706,6.497,255,153.731,54.329,14.191,74.219
leaf:D1_9W_Ev_2,1,341623,341623,17.368,255,10139.93,4743.897,91.69,179.99
lesions:D1_9W_Ev_2,12,1158,96.5,0.188,255,34.686,14.453,6.449,93.1
leaf:D1_9W_Ev_3,1,241800,241800,22.748,255,6914.518,3132.167,98.293,0.04
lesions:D1_9W_Ev_3,3,39004,13001.333,9.637,255,734.841,316.568,21.872,179.175
leaf:D1_9W_EvA,2,1369632,684816,42.271,254.997,9454.994,4464.872,193.752,1.145
lesions:D1_9W_EvA,38,24853,654.026,0.924,255,92.93,36.428,10.823,86.563
leaf:D1_9W_EvA_R1,1,293783,293783,28.142,255,5770.199,2669.567,140.119,0.559
lesions:D1_9W_EvA_R1,11,52635,4785,14.191,255,240.138,85.039,22.923,70.591
leaf:D1_9W_EvA_R2,2,1106639,553319.5,39.985,254.999,8553.002,3992.426,175.459,177.803
lesions:D1_9W_EvA_R2,36,42097,1169.361,2.204,255,92.087,35.714,9.225,132.197
leaf:D1_9W_EvA_S1,2,694804,347402,29.04,254.999,7449.466,3540.863,124.532,178.03
lesions:D1_9W_EvA_S1,20,7038,351.9,0.433,255,86.617,30.242,11.988,101.53
leaf:D1_9W_EvA_S2,2,668816,334408,22.728,255,6449.65,2931.274,144.781,176.45
lesions:D1_9W_EvA_S2,20,5356,267.8,0.321,255,62.777,20.203,8.94,112.642
leaf:D2_10F_EvA_R1,1,446726,446726,12.319,255,8957.548,4256.035,133.643,179.129
lesions:D2_10F_EvA_R1,9,5006,556.222,0.766,255,116.015,48.372,11.845,80.427
leaf:D2_10F_EvA_R2,1,306533,306533,14.752,255,5411.859,2313.375,168.71,178.369
lesions:D2_10F_EvA_R2,11,221898,20172.545,44.607,255,727.464,219.144,22.518,126.257
leaf:D2_10F_EvA_R7,1,388054,388054,14.66,255,7274.747,3198.848,154.457,0.142
lesions:D2_10F_EvA_R7,6,663,110.5,0.118,255,41.361,17.817,6.887,98.049
leaf:D2_10F_EvA_S1,1,184560,184560,6.559,255,6160.337,2987.39,78.66,0.269
lesions:D2_10F_EvA_S1,6,2950,491.667,1.141,255,100.291,41.881,12.498,87.82
leaf:D2_10W_Ev_1,2,441169,220584.5,13.823,254.999,6087.93,2913.933,94.999,177.334
lesions:D2_10W_Ev_1,26,43722,1681.615,2.516,255,177.413,72.757,10.186,95.046
leaf:D2_10W_EvA,1,280919,280919,11.159,255,9351.78,4434.573,80.657,178.989
lesions:D2_10W_EvA,15,9418,627.867,1.635,255,110.279,43.667,10.336,124.639
leaf:D2_10W_EvA_R1,2,476858,238429,19.107,255,5522.408,2655.15,114.309,89.707
lesions:D2_10W_EvA_R1,5,622,124.4,0.049,255,42.268,17.092,8.527,54.194
leaf:D2_10W_EvA_R2,1,405031,405031,14.98,255,10455.888,3041.261,169.568,175.334
lesions:D2_10W_EvA_R2,4,1574,393.5,0.122,255,92.906,41.501,11.472,132.556
leaf:D2_10W_EvA_R3,1,348487,348487,18.148,255,8533.624,4079.006,108.778,178.499
lesions:D2_10W_EvA_R3,15,5097,339.8,0.726,255,67.57,28.72,8.504,102.118
leaf:D2_10W_EvA_R5,1,340333,340333,15.84,255,9753.035,4712.196,91.958,1.523
lesions:D2_10W_EvA_R5,4,2034,508.5,0.237,255,118.815,40.572,15.53,99.761
leaf:D2_10W_EvA_R6,2,661279,330639.5,23.11,254.708,6067.989,2887.567,145.092,1.379
lesions:D2_10W_EvA_R6,11,4910,446.364,0.293,255,84.431,36.84,9.586,27.962
leaf:D2_10W_EvA_S1,1,225978,225978,13.84,254.997,6752.092,3137.142,91.715,178.636
lesions:D2_10W_EvA_S1,17,8437,496.294,1.85,255,76.264,30.041,8.888,102.938
leaf:D2_10W_EvA_S2,1,268404,268404,15.253,255,6607.249,3176.7,107.578,178.684
lesions:D2_10W_EvA_S2,10,5229,522.9,1.161,255,79.314,32.981,9.494,141.224
leaf:D2_1F_Ev_2,1,365147,365147,10.449,255,9591.219,4443.847,104.621,2.45
lesions:D2_1F_Ev_2,17,2672,157.176,0.259,255,46.338,18.954,7.008,69.087
leaf:D2_1F_Ev_3,1,88660,88660,6.652,255,2723.495,1281.869,88.063,179.953
lesions:D2_1F_Ev_3,1,280,280,0.237,255,74.627,33.136,10.759,175.207
leaf:D2_1F_EvA,1,242320,242320,11.881,255,5038.033,2239.83,137.748,6.594
lesions:D2_1F_EvA,37,74368,2009.946,10.569,255,167.429,52.899,15.002,52.556
leaf:D2_2F_Ev_2,1,421956,421956,18.418,255,6563.599,2815.009,190.852,1.989
lesions:D2_2F_Ev_2,17,74476,4380.941,11.065,255,288.92,118.945,16.987,93.67
leaf:D2_2F_Ev_3,1,245714,245714,10.148,255,6060.112,2855.323,109.568,1.349
lesions:D2_2F_Ev_3,8,2604,325.5,0.676,255,67.011,26.861,9.338,60.54
leaf:D2_3F_Ev_2,2,792923,396461.5,18.711,255,7843.846,3835.538,130.034,90.762
lesions:D2_3F_Ev_2,10,1873,187.3,0.069,255,46.042,17.858,9.968,100.409
leaf:D2_3F_Ev_3,2,419688,209844,14.341,255,5787.387,2805.052,95.897,1.611
lesions:D2_3F_Ev_3,6,597,99.5,0.033,255,35.028,14.907,6.29,100.895
leaf:D2_3F_EvA,1,265037,265037,9.891,254.998,7651.935,3856.306,87.507,178.879
lesions:D2_3F_EvA,2,169,84.5,0.036,255,39.849,17.134,6.398,86.788
leaf:D2_3W_Ev_1,1,294214,294214,15.934,255,6188.705,2518.623,148.734,1.695
lesions:D2_3W_Ev_1,17,85644,5037.882,15.631,255,313.639,102.245,15.863,76.466
leaf:D2_3W_Ev_3,1,294437,294437,12.442,255,6455.249,2828.121,132.558,0.357
lesions:D2_3W_Ev_3,9,10359,1151,2.306,255,189.307,77.943,16.645,41.152
leaf:D2_3W_EvA,2,526157,263078.5,9.992,255,7119.693,3469.306,96.653,89.703
lesions:D2_3W_EvA,4,1276,319,0.064,255,92.213,43.397,7.581,108.184
leaf:D2_4F_Ev_1,1,243253,243253,24.751,255,4123.038,1647.895,187.948,4.754
lesions:D2_4F_Ev_1,25,27208,1088.32,6.39,255,113.753,46.981,10.943,56.994
leaf:D2_4F_Ev_2,1,313804,313804,12.05,254.999,8672.941,4178.903,95.611,0.885
lesions:D2_4F_Ev_2,8,2551,318.875,0.477,255,87.641,36.016,9.755,55.195
leaf:D2_4F_Ev_3,1,188086,188086,13.069,255,4379.484,1979.461,120.982,0.772
lesions:D2_4F_Ev_3,11,18677,1697.909,6.442,255,174.296,67.149,14.463,65.621
leaf:D2_5F_Ev_1,1,118904,118904,7.876,255,4713.017,2285.998,66.226,179.458
lesions:D2_5F_Ev_1,15,6201,413.4,3.841,255,88.34,37.095,8.623,68.872
leaf:D2_5F_Ev_2,1,183633,183633,14.724,255,4963.308,2279.579,102.567,1.85
lesions:D2_5F_Ev_2,29,36171,1247.276,11.755,255,150.748,53.487,12.062,76.889
leaf:D2_5F_Ev_R1,1,293339,293339,15.435,254.993,6571.513,3039.156,122.893,179.14
lesions:D2_5F_Ev_R1,41,26255,640.366,5.878,255,86.142,29.689,9.359,101.117
leaf:D2_5F_Ev_R2,1,454335,454335,22.379,255,9472.123,2183.583,264.921,3.792
lesions:D2_5F_Ev_R2,10,895,89.5,0.093,255,35.399,13.392,7.63,86.63
leaf:D2_5F_Ev_R3,1,54625,54625,6.648,254.991,3561.921,1772.495,39.239,179.605
lesions:D2_5F_Ev_R3,6,620,103.333,0.82,255,34.58,13.823,7.183,96.292
leaf:D2_5F_Ev_R4,1,169058,169058,9.841,255,5592.07,2682.983,80.228,178.549
lesions:D2_5F_Ev_R4,4,289,72.25,0.099,255,30.703,11.998,6.979,56.086
leaf:D2_5W_EvA,2,375341,187670.5,6.277,255,5385.646,2630.59,86.471,178.739
lesions:D2_5W_EvA,26,24832,955.077,1.027,255,146.141,52.837,14.242,90.799
leaf:D2_6F_Ev_2,1,152750,152750,10.902,255,4675.686,2108.208,92.252,1.605
lesions:D2_6F_Ev_2,8,5379,672.375,1.903,255,134.244,57.411,12.011,53.945
leaf:D2_6F_Ev_3,1,314945,314945,11.819,255,8191.651,3939.098,101.8,179.364
lesions:D2_6F_Ev_3,3,934,311.333,0.181,255,77.113,33.753,9.73,130.518
leaf:D2_6F_Ev_R2,1,313253,313253,13.302,255,8969.655,4108.344,97.082,0.268
lesions:D2_6F_Ev_R2,9,20381,2264.556,3.741,255,214.471,82.571,15.062,94.914
leaf:D2_6F_Ev_R3,1,410652,410652,12.875,255,7591.942,3748.762,139.475,1.635
lesions:D2_6F_Ev_R3,28,23779,849.25,3.094,255,126.512,45.464,13.021,88.31
leaf:D2_6F_Ev_R6,1,293838,293838,14.321,255,6372.082,3089.191,121.108,178.407
lesions:D2_6F_Ev_R6,20,119097,5954.85,23.529,255,415.364,151.644,17.359,105.107
leaf:D2_6F_Ev_R8,1,349134,349134,11.879,255,7598.092,3551.87,125.154,0.915
lesions:D2_6F_Ev_R8,27,12197,451.741,2.36,255,87.512,33.134,10.968,89.305
leaf:D2_6W_Ev_1,2,344592,172296,15.913,255,5729.194,2725.62,80.158,177.536
lesions:D2_6W_Ev_1,12,2364,197,0.2,255,50.712,20.259,8.753,143.7
leaf:D2_6W_Ev_2,2,400057,200028.5,17.392,255,5465.591,2249.559,114.559,178.557
lesions:D2_6W_Ev_2,25,32970,1318.8,3.006,255,182.538,66.106,14.161,99.927
leaf:D2_6W_Ev_R1,1,373556,373556,16.478,255,10326.886,4713.68,100.903,0.978
lesions:D2_6W_Ev_R1,14,21894,1563.857,2.438,255,189.629,71.875,13.701,75.886
leaf:D2_6W_Ev_R4,1,197612,197612,9.849,255,8354.483,3851.339,65.33,3.274
lesions:D2_6W_Ev_R4,5,823,164.6,0.092,255,49.593,20.048,8.501,106.256
leaf:D2_6W_Ev_R7,1,352222,352222,11.91,255,9734.643,4667.27,96.087,1.129
lesions:D2_6W_Ev_R7,10,2297,229.7,0.314,255,53.676,15.684,8.762,80.773
leaf:D2_6W_EvA,1,347859,347859,13.02,255,9486.608,4707.266,94.09,1.754
lesions:D2_6W_EvA,4,219,54.75,0.022,255,27.789,11.044,5.826,46.916
leaf:D2_7F_Ev_R6,1,82798,82798,3.354,255,2418.632,1137.793,92.655,82.819
lesions:D2_7F_Ev_R6,2,32531,16265.5,15.014,255,994.416,342.585,43.47,82.973
leaf:D2_7W_Ev_1,1,394204,394204,15.503,255,10611.268,4997.755,100.428,2.116
lesions:D2_7W_Ev_1,34,17752,522.118,1.576,255,98.524,37.472,11.408,48.224
leaf:D2_7W_Ev_2,1,219367,219367,25.201,254.992,5727.606,2703.968,103.295,0.61
lesions:D2_7W_Ev_2,14,12043,860.214,3.432,255,136.519,49.635,14.107,111.337
leaf:D2_7W_Ev_3,1,79691,79691,15.405,255,2842.105,1407.771,72.075,179.937
lesions:D2_7W_Ev_3,7,8609,1229.857,8.767,255,144.23,45.228,16.177,101.975
leaf:D2_7W_Ev_R11,2,439217,219608.5,16.017,255,5485.682,2653.219,105.994,2.226
lesions:D2_7W_Ev_R11,47,64882,1380.468,3.873,255,126.287,47.013,11.297,45.516
leaf:D2_7W_Ev_R3,2,493630,246815,17.609,255,6665.319,3058.998,103.061,179.099
lesions:D2_7W_Ev_R3,8,18832,2354,1.288,255,211.392,91.786,12.696,108.396
leaf:D2_7W_Ev_R4,2,503760,251880,19.953,255,6206.703,2993.25,106.832,2.783
lesions:D2_7W_Ev_R4,9,2428,269.778,0.141,255,67.732,27.256,7.867,51.674
leaf:D2_7W_Ev_R6,1,135707,135707,11.01,255,5084.521,2387.337,72.377,1.114
lesions:D2_7W_Ev_R6,1,24,24,0.01,255,17.657,6.77,4.514,0
leaf:D2_7W_Ev_R7,1,28724,28724,7.582,255,1485.304,755.932,48.381,179.954
lesions:D2_7W_Ev_R7,4,364,91,1.079,255,32.799,12.31,6.694,77.489
leaf:D2_8F_Ev_1,1,204112,204112,12.007,255,7520.584,3101.488,83.793,1.738
lesions:D2_8F_Ev_1,9,8949,994.333,1.357,255,153.136,60.088,9.594,6.397
leaf:D2_8F_Ev_2,2,721841,360920.5,31.565,255,6600.843,3082.732,149.339,1.801
lesions:D2_8F_Ev_2,76,165325,2175.329,11.594,255,180.832,59.605,15.507,64.88
leaf:D2_8F_Ev_3,1,110759,110759,11.238,255,4059.408,1732.286,81.408,1.285
lesions:D2_8F_Ev_3,17,15872,933.647,7.969,255,151.493,57.404,11.734,41.985
leaf:D2_8F_EvA,2,586423,293211.5,22.835,255,6555.98,3108.313,119.578,0.881
lesions:D2_8F_EvA,21,4936,235.048,0.32,255,64.492,26.08,8.884,89.314
leaf:D2_8F_EvA_R1,1,469535,469535,19.624,254.998,10104.147,4509.307,132.577,0.738
lesions:D2_8F_EvA_R1,11,2863,260.273,0.305,255,51.092,18.66,10.09,99.115
leaf:D2_8F_EvA_R2,1,308360,308360,11.347,255,8073.829,3772.13,104.083,0.928
lesions:D2_8F_EvA_R2,17,27840,1637.647,4.626,255,258.987,104.804,10.178,44.254
leaf:D2_8W_Ev_3,1,135010,135010,8.498,255,5785.298,2796.398,61.472,4.411
lesions:D2_8W_Ev_3,2,296,148,0.043,255,59.849,28.778,5.483,2.563
leaf:D2_8W_EvA_R1,1,209846,209846,9.235,255,6772.036,3401.74,78.543,2.169
lesions:D2_8W_EvA_R1,3,114,38,0.02,255,21.361,7.575,5.992,97.275
leaf:D2_8W_EvA_R2,1,254388,254388,11.859,255,6562.518,2882.264,112.376,1.442
lesions:D2_8W_EvA_R2,16,68721,4295.062,14.531,255,287.857,110.758,17.884,101.017
leaf:D2_9F_EvA_R3,1,371859,371859,12.34,255,9168.694,3811.065,124.234,0.23
lesions:D2_9F_EvA_R3,7,2629,375.571,0.356,255,73.635,24.658,14.038,90.293
leaf:D2_9W_Ev_3,2,360673,180336.5,17.76,255,5514.89,2629.429,87.568,90
lesions:D2_9W_Ev_3,16,4254,265.875,0.545,255,58.767,24.241,9.48,87.815
leaf:D2_9W_EvA,1,78974,78974,7.949,255,3001.779,1349.501,74.511,179.87
lesions:D2_9W_EvA,10,23591,2359.1,21.119,255,271.113,104.934,18.007,100.058
leaf:D2_9W_EvA_R1,1,439945,439945,18.972,254.999,8973.777,4190.737,133.665,2.689
lesions:D2_9W_EvA_R1,21,118233,5630.143,10.776,255,346.762,145.543,13.709,46.862
leaf:D2_9W_EvA_R2,1,454919,454919,14.038,255,10333.265,5003.398,115.766,4.012
lesions:D2_9W_EvA_R2,2,814,407,0.043,255,75.234,30.574,10.689,65.612
leaf:D2_9W_EvA_R4,1,220926,220926,8.684,255,7693.606,3812.734,73.777,3.559
lesions:D2_9W_EvA_R4,7,3115,445,0.349,255,97.251,40.55,10.421,53.114
leaf:D3_10F_EvA,1,303225,303225,17.845,255,7090.084,3553.578,108.645,0.224
lesions:D3_10F_EvA,18,63431,3523.944,16.406,255,247.917,87.308,18.25,73.581
leaf:D3_10F_EvA_R2,1,332091,332091,16.31,255,8567.488,4106.231,102.973,2.015
lesions:D3_10F_EvA_R2,9,19242,2138,2.276,255,254.266,106.768,14.72,40.306
leaf:D3_10F_EvA_R3,2,671135,335567.5,21.275,254.998,6833.718,3072.206,136.655,89.287
lesions:D3_10F_EvA_R3,41,43065,1050.366,2.433,255,150.757,58.482,12.461,110.715
leaf:D3_10F_EvA_R4,1,508182,508182,15.42,255,10501.326,4746.088,136.331,1.268
