Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Major,Minor,Angle
leaf:D1_10W_EvA_R2,1,447924,447924,38.638,255,7253.825,3141.706,181.53,178.647
lesions:D1_10W_EvA_R2,10,6342,634.2,0.92,255,92.731,35.941,11.723,104.093
leaf:D1_10W_EvA_R3,1,450996,450996,25.482,255,12538.762,3737.699,153.631,0.269
lesions:D1_10W_EvA_R3,18,271592,15088.444,36.063,255,620.039,201.178,23.965,114.836
leaf:D1_10W_EvA_R4,1,385936,385936,31.905,254.999,5747.17,2089.609,235.158,179.539
lesions:D1_10W_EvA_R4,48,199258,4151.208,28.302,255,206.289,54.7,14.184,76.807
leaf:D1_10W_EvA_R5,1,246549,246549,27.945,255,6695.239,2962.549,105.961,1.765
lesions:D1_10W_EvA_R5,14,63482,4534.429,13.518,255,274.799,96.227,24.297,94.821
leaf:D1_10W_EvA_R6,1,467428,467428,41.31,254.999,8813.045,3888.629,153.048,0.518
lesions:D1_10W_EvA_R6,23,8469,368.217,1.167,255,85.45,35.22,10.84,78.287
leaf:D1_10W_EvA_R7,1,728294,728294,38.816,254.981,10750.661,4172.605,222.234,179.998
lesions:D1_10W_EvA_R7,39,565113,14490.077,48.585,255,360.805,122.834,14.641,95.04
leaf:D1_10W_EvA_R8,1,494275,494275,32.381,255,9669.018,4291.651,146.641,1.439
lesions:D1_10W_EvA_R8,43,15064,350.326,1.689,255,98.707,44.228,8.471,62.613
leaf:D1_1F_Ev_1,1,69907,69907,17.172,255,1957.034,890.132,99.995,5.048
lesions:D1_1F_Ev_1,16,23359,1459.938,19.191,255,156.525,61.096,12.561,30.129
leaf:D1_1F_Ev_2,1,638912,638912,37.898,255,9306.557,4007.067,203.013,1.429
lesions:D1_1F_Ev_2,32,92887,2902.719,8.67,255,175.807,68.914,11.566,65.613
leaf:D1_1F_Ev_3,1,610066,610066,38.553,254.992,9570.162,4279.623,181.502,1.569
lesions:D1_1F_Ev_3,22,4660,211.818,0.464,255,58.246,22.999,7.729,91.445
leaf:D1_1F_EvA,1,255206,255206,30.3,255,6161.124,2998.264,108.375,0.272
lesions:D1_1F_EvA,5,795,159,0.219,255,50.765,21.145,8.588,79.95
leaf:D1_1W_Ev_3,1,367990,367990,25.503,255,6942.83,2949.7,158.843,0.61
lesions:D1_1W_Ev_3,4,654,163.5,0.115,255,46.824,19.38,7.559,135.177
leaf:D1_1W_EvA,1,525363,525363,31.143,255,12148.46,3691.176,181.219,179.104
lesions:D1_1W_EvA,33,321660,9747.273,33.204,255,394.643,106.253,14.752,78.259
leaf:D1_2F_Ev_1,1,527961,527961,33.532,255,9732.342,4346.745,154.649,1.839
lesions:D1_2F_Ev_1,22,7171,325.955,0.736,255,66.68,27.551,9.794,47.943
leaf:D1_2F_Ev_2,1,327597,327597,25.924,255,7105.356,3223.156,129.41,2.646
lesions:D1_2F_Ev_2,23,17166,746.348,2.476,255,134.74,61.39,12.898,11.942
leaf:D1_2F_Ev_3,1,633750,633750,39.089,255,10884.568,4614.384,174.87,178.754
lesions:D1_2F_Ev_3,15,242321,16154.733,22.939,255,515.176,193.706,17.233,116.108
leaf:D1_2F_EvA,1,424310,424310,34.93,255,7976.726,3390.048,159.363,0.134
lesions:D1_2F_EvA,50,42780,855.6,6.627,255,123.415,48.644,15.262,62.213
leaf:D1_2W_Ev_1,1,447105,447105,34.151,255,9112.147,3999.045,142.352,0.529
lesions:D1_2W_Ev_1,8,5223,652.875,0.797,255,121.527,52.664,8.414,68.9
leaf:D1_2W_Ev_2,1,214804,214804,27.115,254.996,4770.996,2336.756,117.041,179.959
lesions:D1_2W_Ev_2,13,7753,596.385,2.809,255,100.874,38.495,13.41,113.282
leaf:D1_2W_Ev_3_edited,1,282439,282439,40.792,255,6834.092,3223.717,111.552,0.807
lesions:D1_2W_Ev_3_edited,15,3917,261.133,0.885,255,59.844,25.286,8.029,81.837
leaf:D1_2W_EvA,2,805097,402548.5,29.611,254.997,5974.393,2679.185,142.364,0.613
lesions:D1_2W_EvA,52,187611,3607.904,11.615,255,243.029,92.951,11.137,78.213
leaf:D1_3F_Ev_1,2,202045,101022.5,23.925,255,3500.061,1410.896,58.597,82.908
lesions:D1_3F_Ev_1,7,30524,4360.571,7.02,255,321.453,117.532,22.177,109.855
leaf:D1_3F_Ev_2,1,710978,710978,38.624,255,11774.676,4862.454,186.17,1.074
lesions:D1_3F_Ev_2,16,116875,7304.688,8.159,255,283.433,79.676,18.314,96.75
leaf:D1_3F_Ev_3,1,338165,338165,28.828,255,7963.52,3147.533,136.794,1.351
lesions:D1_3F_Ev_3,11,18327,1666.091,2.847,255,223.368,84.182,10.899,110.357
leaf:D1_3F_EvA,1,606692,606692,34.218,255,10879.924,4374.489,176.584,1.175
lesions:D1_3F_EvA,39,137538,3526.615,10.736,255,229.156,71.229,13.382,57.77
leaf:D1_3W_Ev_1,1,590762,590762,29.772,255,9240.657,4002.973,187.906,177.541
lesions:D1_3W_Ev_1,32,14462,451.938,1.256,255,88.562,34.877,10.954,130.934
leaf:D1_3W_Ev_2,1,298497,298497,25.678,254.996,7203.114,3199.781,118.776,179.372
lesions:D1_3W_Ev_2,11,1275,115.909,0.26,255,42.66,17.911,6.483,103.424
leaf:D1_3W_Ev_3,1,673732,673732,31.695,254.781,10771.701,4498.94,190.672,178.06
lesions:D1_3W_Ev_3,59,100339,1700.661,8.18,255,115.84,41.982,10.197,88.587
leaf:D1_3W_EvA,1,582304,582304,35.074,255,9276.241,4053.457,182.909,0.002
lesions:D1_3W_EvA,44,28810,654.773,2.561,255,102.568,41.078,14.358,86.804
leaf:D1_4F_Ev_1,1,459819,459819,35.249,255,7589.01,3084.179,189.827,2.367
lesions:D1_4F_Ev_1,9,3122,346.889,0.372,255,89.198,34.871,10.109,80.699
leaf:D1_4F_Ev_2,1,397547,397547,29.403,255,8740.373,3827.904,132.232,179.112
lesions:D1_4F_Ev_2,22,10604,482,1.597,255,94.902,39.464,12.428,106.284
leaf:D1_4F_Ev_3,1,537397,537397,16.186,254.999,10604.999,4135.584,165.451,178.825
lesions:D1_4F_Ev_3,23,38854,1689.304,1.846,255,219.666,72.359,13.995,111.584
leaf:D1_4F_EvA,1,898131,898131,25.336,254.999,11618.42,4705.146,243.039,0.922
lesions:D1_4F_EvA,44,340842,7746.409,13.747,255,367.979,103.737,13.526,78.668
leaf:D1_4W_Ev_1,1,523267,523267,26.201,255,9099,3808.343,174.943,177.224
lesions:D1_4W_Ev_1,26,172903,6650.115,13.693,255,361.71,133.395,15.212,108.79
leaf:D1_4W_Ev_2_edited,1,265730,265730,24.563,255,8774.716,3594.044,94.139,178.055
lesions:D1_4W_Ev_2_edited,18,204125,11340.278,25.205,255,541.245,204.512,17.181,121.84
leaf:D1_4W_EvA,1,556052,556052,32.475,254.995,10530.159,4603.205,153.803,178.511
lesions:D1_4W_EvA,8,471452,58931.5,42.102,255,1775.478,544.824,23.248,111.627
leaf:D1_5F_Ev_2,1,404916,404916,30.521,254.998,7633.596,3289.381,156.733,178.372
lesions:D1_5F_Ev_2,13,147426,11340.462,21.412,255,419.688,148.042,16.909,123.499
leaf:D1_5F_Ev_3,1,492508,492508,32.126,254.998,7912.13,3285.754,190.848,178.44
lesions:D1_5F_Ev_3,31,66480,2144.516,7.465,255,161.615,52.505,10.897,89.715
leaf:D1_5F_Ev_R2,1,131642,131642,24.102,255,3797.107,1670.277,100.35,3.24
lesions:D1_5F_Ev_R2,3,266,88.667,0.101,255,35.018,12.522,9.072,139.117
leaf:D1_5F_Ev_R3,1,198697,198697,24.241,255,5679.751,2492.227,101.511,0.162
lesions:D1_5F_Ev_R3,7,4248,606.857,1.426,255,129.964,56.893,7.622,89.848
leaf:D1_5F_EvA_edited,2,459658,229829,37.918,255,3539.232,1611.334,100.685,167.45
lesions:D1_5F_EvA_edited,14,292432,20888,32.868,255,548.868,184.265,21.688,165.839
leaf:D1_5W_Ev_2,1,140133,140133,16.753,254.987,5662.425,2415.173,73.876,0.069
lesions:D1_5W_Ev_2,5,121068,24213.6,35.895,255,1140.281,488.01,18.174,5.816
leaf:D1_5W_Ev_3,1,265705,265705,27.327,254.958,6455.211,2855.536,118.474,0.352
lesions:D1_5W_Ev_3,9,8242,915.778,1.893,255,149.475,59.928,14.224,90.821
leaf:D1_5W_EvA,2,1207173,603586.5,29.774,255,7096.191,3200.108,196.506,179.53
lesions:D1_5W_EvA,123,150550,1223.984,5.637,255,90.203,35.305,8.288,97.541
leaf:D1_6F_Ev_3_edited,1,257062,257062,41.592,255,7029.891,3020.562,108.358,1.045
lesions:D1_6F_Ev_3_edited,12,128028,10669,26.699,255,446.026,183.041,20.761,56.165
leaf:D1_6F_Ev_R1,1,438501,438501,25.723,255,7260.133,3633.978,153.638,1.329
lesions:D1_6F_Ev_R1,34,94686,2784.882,13.934,255,191.385,71.598,12.819,68.541
leaf:D1_6F_Ev_R2,1,713741,713741,33.754,255,9885.61,4376.451,207.648,0.873
lesions:D1_6F_Ev_R2,63,123458,1959.651,10.557,255,153.814,60.206,13.401,79.998
leaf:D1_6F_Ev_R3,1,360211,360211,28.695,254.999,7478.667,3060.074,149.877,179.384
lesions:D1_6F_Ev_R3,22,70006,3182.091,9.664,255,207.701,76.315,10.021,77.427
leaf:D1_6F_Ev_R4,1,443290,443290,35.506,255,7137.741,3251.427,173.59,179.497
lesions:D1_6F_Ev_R4,19,5208,274.105,0.849,255,71.596,28.001,10.618,103.236
leaf:D1_6F_Ev_R5,1,689539,689539,39.512,255,9340.993,4237.337,207.193,0.766
lesions:D1_6F_Ev_R5,22,31994,1454.273,3.173,255,208.04,75.47,9.769,88.431
leaf:D1_6F_Ev_R6,1,620666,620666,41.47,255,8867.957,4035.377,195.832,0.969
lesions:D1_6F_Ev_R6,27,27659,1024.407,3.14,255,125.062,47.251,9.259,62.89
leaf:D1_6F_EvA,1,913477,913477,40.577,255,10271.607,4166.438,279.153,179.057
lesions:D1_6F_EvA,91,85914,944.11,6.259,255,88.767,28.808,9.901,101.395
leaf:D1_6W_Ev_1,1,609384,609384,40.913,255,10346.089,4542.811,170.796,0.52
lesions:D1_6W_Ev_1,31,169137,5456.032,17.551,255,238.702,91.283,13.048,79.261
leaf:D1_6W_Ev_2,1,438594,438594,36.046,255,8282.13,3456.898,161.542,0.928
lesions:D1_6W_Ev_2,16,211187,13199.188,27.841,255,550.286,214.757,17.545,43.92
leaf:D1_6W_Ev_3_edited,1,360450,360450,41.769,255,6716.692,2779.353,165.124,178.378
lesions:D1_6W_Ev_3_edited,30,18250,608.333,2.744,255,107.314,40.16,11.881,136.17
leaf:D1_6W_Ev_R1,1,190543,190543,26.018,255,4977.516,2289.733,105.954,1.639
lesions:D1_6W_Ev_R1,16,17228,1076.75,5.559,255,146.358,59.913,9.612,69.713
leaf:D1_6W_Ev_R2,1,427887,427887,21.322,254.955,7490.498,2820.031,193.19,178.748
lesions:D1_6W_Ev_R2,40,38455,961.375,4.986,255,110.58,41.165,10.3,106.948
leaf:D1_6W_Ev_R3,1,743903,743903,37.863,254.983,12774.142,2695.416,351.399,179.935
lesions:D1_6W_Ev_R3,46,85854,1866.391,6.88,255,168.888,64.101,12.69,97.505
leaf:D1_6W_Ev_R4,1,545382,545382,35.698,254.957,8539.427,3588.97,193.482,179.213
lesions:D1_6W_Ev_R4,39,26972,691.59,3.371,255,108.538,40.592,9.847,79.149
leaf:D1_6W_Ev_R5_edited,1,666649,666649,57.318,255,9445.836,4313.987,196.756,179.507
lesions:D1_6W_Ev_R5_edited,11,85129,7739,9.264,255,394.003,123.387,18.159,90.856
leaf:D1_6W_EvA_edited,2,1363456,681728,44.022,255,7616.402,3382.597,224.479,176.916
lesions:D1_6W_EvA_edited,64,105871,1654.234,3.523,255,135.801,53.397,9.917,107.504
leaf:D1_7F_Ev_1,1,343614,343614,26.428,255,6864.99,2974.351,147.092,0.052
lesions:D1_7F_Ev_1,33,30735,931.364,5.955,255,156.049,54.819,10.215,85.016
leaf:D1_7F_Ev_2,1,393144,393144,33.675,254.998,8331.36,3168.367,157.989,0.608
lesions:D1_7F_Ev_2,12,170568,14214,22.146,255,723.865,234.6,20.855,84.892
leaf:D1_7F_Ev_3,1,459400,459400,39.674,255,7728.207,3466.547,168.735,0.332
lesions:D1_7F_Ev_3,34,27347,804.324,4.169,255,159.831,68.818,9.935,57.389
leaf:D1_7F_Ev_R1,1,393630,393630,41.413,255,7425.937,2817.587,177.877,179.556
lesions:D1_7F_Ev_R1,21,20934,996.857,3.623,255,177.337,63.476,7.842,66.802
leaf:D1_7F_Ev_R2,1,590113,590113,44.806,255,8020.584,3301.742,227.563,1.466
lesions:D1_7F_Ev_R2,14,2808,200.571,0.275,255,59.745,23.191,8.668,123.373
leaf:D1_7F_Ev_R3,1,387681,387681,31.72,254.995,7220.716,2900.778,170.165,178.969
lesions:D1_7F_Ev_R3,18,2507,139.278,0.413,255,49.235,20.511,7.691,126.494
leaf:D1_7F_EvA,1,457634,457634,32.414,255,7425.51,3098.755,188.036,179.77
lesions:D1_7F_EvA,47,8910,189.574,1.221,255,56.059,21.035,7.232,80.162
leaf:D1_7W_Ev_1,1,355695,355695,28.481,255,7866.037,3426.606,132.167,89.213
lesions:D1_7W_Ev_1,21,9214,438.762,1.37,255,95.036,37.628,7.493,82.676
leaf:D1_7W_Ev_3,1,275506,275506,21.735,255,5215.173,2565.487,136.732,91.014
lesions:D1_7W_Ev_3,11,62165,5651.364,16.04,255,366.301,122.294,23.559,79.666
leaf:D1_7W_Ev_R1,1,473994,473994,34.692,254.999,9143.971,4028.496,149.81,89.755
lesions:D1_7W_Ev_R1,26,25201,969.269,3.443,255,149.915,45.574,9.539,92.235
leaf:D1_7W_Ev_R11,1,148923,148923,19.411,255,4275.013,1866.448,101.591,89.035
lesions:D1_7W_Ev_R11,21,15918,758,7.012,255,133.185,57.972,9.863,82.552
leaf:D1_7W_Ev_R2,1,544937,544937,28.594,255,8331.351,3575.806,194.036,89.125
lesions:D1_7W_Ev_R2,42,39186,933,3.986,255,133.082,45.414,13.616,82.379
leaf:D1_7W_Ev_R3,1,393830,393830,29.848,254.995,8658.935,3840.119,130.579,89.156
lesions:D1_7W_Ev_R3,4,899,224.75,0.146,255,57.456,21.75,11.102,105.745
leaf:D1_7W_Ev_R4,2,505738,252869,21.63,255,5864.081,2715.383,113.082,89.629
lesions:D1_7W_Ev_R4,10,1460,146,0.105,255,47.423,19.54,8.714,101.706
leaf:D1_7W_Ev_R5,2,423288,211644,22.284,255,3421.717,1556.614,174.024,90.931
lesions:D1_7W_Ev_R5,38,65514,1724.053,7.719,255,176.909,62.618,16.62,89.449
leaf:D1_7W_Ev_R6,1,388290,388290,29.071,255,8679.669,3851.917,128.348,88.675
lesions:D1_7W_Ev_R6,10,1898,189.8,0.283,255,53.062,22.23,8.029,80.141
leaf:D1_7W_Ev_R7,1,530887,530887,30.698,255,8068.234,3614.804,186.994,90.865
lesions:D1_7W_Ev_R7,42,21573,513.643,2.899,255,115.077,46.281,9.35,84.227
leaf:D1_7W_Ev_R8,1,362426,362426,23.665,255,9786.74,4419.81,104.406,89.395
lesions:D1_7W_Ev_R8,16,86244,5390.25,12.864,255,401.841,153.628,21.706,91.907
leaf:D1_7W_Ev_R9,1,320397,320397,30.427,255,6734.227,3027.078,134.764,89.287
lesions:D1_7W_Ev_R9,17,13992,823.059,2.968,255,123.396,44.265,11.496,90.822
leaf:D1_7W_EvA,2,1276467,638233.5,34.361,254.998,7813.41,3489.213,196.653,89.546
lesions:D1_7W_EvA,29,241957,8343.345,8.236,255,448.824,166.868,18.406,82.554
leaf:D1_8F_Ev_1,1,365529,365529,20.038,255,9104.083,2847.237,163.459,3.135
lesions:D1_8F_Ev_1,26,138604,5330.923,11.2,255,383.692,92.125,19.812,48.527
leaf:D1_8F_Ev_2,1,229705,229705,29.788,255,5175.501,2625.468,111.397,0.465
lesions:D1_8F_Ev_2,9,5049,561,1.765,255,111.589,45.589,12.809,59.054
leaf:D1_8F_Ev_3,1,368052,368052,22.412,254.997,8826.36,3263.689,143.585,179.132
lesions:D1_8F_Ev_3,25,224924,8996.96,22.957,255,442.076,144.254,15.144,121.796
leaf:D1_8F_EvA_edited,1,478359,478359,34.868,255,8266.643,3576.5,170.297,178.707
lesions:D1_8F_EvA_edited,18,17937,996.5,2.224,255,158.97,65.827,15.269,88.858
leaf:D1_8F_EvA_R1,2,852129,426064.5,20.333,255,5817.61,2517.46,158.08,3.165
lesions:D1_8F_EvA_R1,17,47160,2774.118,1.882,255,302.143,121.1,14.9,43.39
leaf:D1_8F_EvA_R2,2,727078,363539,36.178,255,6387.289,2956.083,135.123,177.498
lesions:D1_8F_EvA_R2,11,36198,3290.727,2.126,255,230.762,87.973,21.464,96.644
leaf:D1_8W_Ev_1,1,355704,355704,28.373,255,8480.383,3800.249,119.175,1.077
lesions:D1_8W_Ev_1,21,8090,385.238,1.258,255,86.209,36.727,10.207,78.435
leaf:D1_8W_Ev_3,2,558671,279335.5,30.252,255,4499.357,2021.311,98.968,79.053
lesions:D1_8W_Ev_3,26,63187,2430.269,5.321,255,243.622,80.017,12.522,59.298
leaf:D1_8W_EvA_edited,2,904595,452297.5,36.149,254.995,7303.635,3273.657,140.254,1.269
lesions:D1_8W_EvA_edited,38,603729,15887.605,30.847,255,426.168,155.381,14.364,83.776
leaf:D1_8W_EvA_R1,1,514505,514505,37.553,255,6738.858,3185.048,205.676,177.304
lesions:D1_8W_EvA_R1,54,42167,780.87,4.493,255,101.823,34.791,10.82,106.017
leaf:D1_8W_EvA_R2_edited,1,447069,447069,33.527,255,8850.899,3630.77,156.778,0.887
lesions:D1_8W_EvA_R2_edited,2,444618,222309,58.896,255,4280.009,1838.598,81.343,90.342
leaf:D1_9F_Ev_1,1,488737,488737,32.703,255,9186.133,4256.365,146.2,0.728
lesions:D1_9F_Ev_1,15,10073,671.533,1.408,255,112.22,44.559,14.578,85.917
leaf:D1_9F_EvA,2,561160,280580,25.35,255,5302.492,2390.876,93.766,176.454
lesions:D1_9F_EvA,10,17986,1798.6,1.206,255,215.638,80.841,21.406,53.581
leaf:D1_9F_EvA_R1,1,1072591,1072591,34.548,254.992,12971.969,4092.774,333.677,1.415
lesions:D1_9F_EvA_R1,23,4530,196.957,0.179,255,60.579,27.072,7.393,86.028
leaf:D1_9F_EvA_R2,2,1052493,526246.5,34.173,255,6230.511,2835.509,195.253,90.192
lesions:D1_9F_EvA_R2,30,40716,1357.2,1.803,255,157.356,64.003,12.293,89.774
leaf:D1_9F_EvA_R3,2,1509512,754756,38.089,254.997,8089.031,3433.589,246.374,89.139
lesions:D1_9F_EvA_R3,75,28426,379.013,0.835,255,73.786,29.467,9.016,80.263
leaf:D1_9F_EvA_R4,1,612028,612028,30.128,255,9454.355,3920.545,198.763,177.252
lesions:D1_9F_EvA_R4,20,124476,6223.8,10.067,255,279.76,107.112,15.568,96.181
leaf:D1_9W_Ev_1,2,425425,212712.5,31.999,254.999,4541.67,1988.235,78.727,89.455
lesions:D1_9W_Ev_1,26,31456,1209.846,4.814,255,153.206,52.376,11.738,90.182
leaf:D1_9W_Ev_2,1,477246,477246,37.646,255,7514.886,3202.281,189.755,0.143
lesions:D1_9W_Ev_2,33,11328,343.273,1.502,255,66.494,27.08,8.374,57.14
leaf:D1_9W_Ev_3,1,463248,463248,39.771,255,8419,3568.04,165.308,179.835
lesions:D1_9W_Ev_3,63,132062,2096.222,17.536,255,144.101,48.113,9.244,68.874
leaf:D1_9W_Ev_R1,2,927920,463960,12.735,254.999,6740.154,2944.054,163.132,94.121
lesions:D1_9W_Ev_R1,104,132682,1275.788,2.238,255,117.486,47.102,9.248,46.872
leaf:D1_9W_EvA,1,853684,853684,39.169,254.994,10721.688,4263.541,254.939,179.879
lesions:D1_9W_EvA,48,38446,800.958,3.139,255,95.57,38.761,9.626,79.621
leaf:D1_9W_EvA_R2,2,1062136,531068,33.783,255,7210.692,2983.071,191.242,4.321
lesions:D1_9W_EvA_R2,111,291487,2626.009,13.102,255,129.134,49.215,10.401,74.998
leaf:D2_10F_Ev_1,1,348813,348813,26.686,255,6429.229,2868.998,154.801,178.494
lesions:D2_10F_Ev_1,23,96449,4193.435,16.603,255,220.704,66.055,13.304,87.898
leaf:D2_10F_Ev_3,1,130722,130722,30.009,255,3228.663,1147.709,145.02,179.406
lesions:D2_10F_Ev_3,36,40821,1133.917,18.02,255,135.877,41.397,12.601,86.473
leaf:D2_10F_EvA,1,462798,462798,35.294,255,9031.469,3998.844,147.356,0.042
lesions:D2_10F_EvA,14,388752,27768,51.935,255,883.015,287.083,25.425,31.551
leaf:D2_10F_EvA_R1,1,491222,491222,26.022,254.999,9760.536,3927.713,159.239,179.363
lesions:D2_10F_EvA_R1,43,93460,2173.488,9.93,255,148.928,54.672,9.935,101.183
leaf:D2_10F_EvA_R2,1,564992,564992,25.938,255,9341.943,3911.933,183.891,179.522
lesions:D2_10F_EvA_R2,45,204401,4542.244,22.91,255,240.595,72.062,11.132,99.699
leaf:D2_10F_EvA_R3,1,449942,449942,20.011,255,9413.708,3963.012,144.558,178.78
lesions:D2_10F_EvA_R3,42,223892,5330.762,19.754,255,222.6,80.451,13.2,97.94
leaf:D2_10F_EvA_R4,1,684424,684424,33.132,255,11194.163,4882.146,178.494,178.594
lesions:D2_10F_EvA_R4,67,531633,7934.821,43.757,255,227.596,82.368,14.038,85.131
leaf:D2_10F_EvA_R5,1,395869,395869,22.779,255,8654.388,3722.724,135.394,179.056
lesions:D2_10F_EvA_R5,38,253744,6677.474,35.813,255,294.28,100.551,14.5,100.372
leaf:D2_10F_EvA_R6,1,618001,618001,33.965,255,9947.333,4266.724,184.419,1.11
lesions:D2_10F_EvA_R6,48,365360,7611.667,34.684,255,287.894,107.789,11.998,85.251
leaf:D2_10F_EvA_R7,1,541574,541574,30.418,255,10062.82,4163.212,165.63,92.023
lesions:D2_10F_EvA_R7,42,92671,2206.452,8.088,255,177.197,65.633,10.14,86.069
leaf:D2_10W_Ev_1,2,833918,416959,27.028,254.993,7133.564,2334.556,126.171,128.011
lesions:D2_10W_Ev_1,35,704332,20123.771,27.643,255,455.202,133.667,14.813,73.197
leaf:D2_10W_Ev_2,1,275420,275420,34.318,254.997,5394.022,2404.979,145.812,0.15
lesions:D2_10W_Ev_2,18,178420,9912.222,45.742,255,377.661,131.776,17.375,95.411
leaf:D2_10W_Ev_3,1,225357,225357,25.338,255,5398.417,2109.053,136.048,2.918
lesions:D2_10W_Ev_3,29,80255,2767.414,15.924,255,211.008,74.216,12.898,77.036
leaf:D2_10W_EvA,1,653067,653067,34.73,255,10093.542,4240.222,196.101,179.289
lesions:D2_10W_EvA,62,129664,2091.355,12.792,255,108.486,44.798,8.071,83.015
leaf:D2_10W_EvA_R1,1,239946,239946,22.925,254.895,6949.354,2605.674,117.248,179.361
lesions:D2_10W_EvA_R1,30,92346,3078.2,20.87,255,200.77,66.728,12.067,87.527
leaf:D2_10W_EvA_R2,1,1011492,1011492,35.502,254.999,11497.79,4656.243,276.59,176.687
lesions:D2_10W_EvA_R2,41,738775,18018.902,32.124,255,412.65,142.04,23.651,121.818
leaf:D2_10W_EvA_R3,1,551590,551590,30.799,254.998,9782.948,4160.575,168.8,179.282
lesions:D2_10W_EvA_R3,51,30172,591.608,3.725,255,101.885,33.001,9.236,104.358
leaf:D2_10W_EvA_R4,1,776924,776924,36.086,255,10614.124,4213.452,234.774,0.365
lesions:D2_10W_EvA_R4,29,119741,4129,9.199,255,191.412,65.818,9.971,76.214
leaf:D2_1F_Ev_1,1,86535,86535,18.312,255,3500.254,1487.135,74.089,178.423
lesions:D2_1F_Ev_1,15,23932,1595.467,13.764,255,163.946,63.406,12.312,89.733
leaf:D2_1F_Ev_2,1,584283,584283,33.046,255,8990.657,3965.212,187.615,179.358
lesions:D2_1F_Ev_2,41,83703,2041.537,9.033,255,131.172,51.714,10.682,97.01
leaf:D2_1F_Ev_3,1,277321,277321,21.622,255,8250.009,3709.074,95.198,0.091
lesions:D2_1F_Ev_3,11,55119,5010.818,13.138,255,453.322,168.951,22.093,130.402
leaf:D2_1F_EvA,1,1160035,1160035,14.941,255,12791.075,3610.246,409.114,0.185
lesions:D2_1F_EvA,152,295418,1943.539,4.555,255,104.366,28.067,12.553,97.726
leaf:D2_1W_Ev_1,1,159933,159933,20.251,255,3820.479,1473.774,138.171,177.795
lesions:D2_1W_Ev_1,48,19033,396.521,6.709,255,78.769,30.835,8.356,100.265
leaf:D2_1W_Ev_2,1,554715,554715,23.134,255,9911.622,3813.68,185.198,176.944
