Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Major,Minor,Angle
leaf:D3_6W_Ev_R1,1,609021,609021,22.028,255,10217.674,4329.841,179.09,179.241
lesions:D3_6W_Ev_R1,22,135276,6148.909,9.658,255,261.893,89.053,15.161,97.98
leaf:D3_6W_Ev_R2,1,460177,460177,20.01,255,10102.048,4354.167,134.564,0.317
lesions:D3_6W_Ev_R2,13,302469,23266.846,41.734,255,836.196,317.695,15.875,94.37
leaf:D3_6W_Ev_R3,1,324476,324476,17.96,254.999,6345.135,2597.575,159.047,3.305
lesions:D3_6W_Ev_R3,13,137284,10560.308,18.847,255,437.705,161.476,19.982,83.235
leaf:D3_6W_EvA,1,830381,830381,27.116,254.998,11033.436,4621.093,228.793,179.614
lesions:D3_6W_EvA,79,235012,2974.835,18.534,255,110.236,43.199,9.172,75.487
leaf:D3_7F_Ev_2,1,442300,442300,20.179,255,7521.253,3206.477,175.63,179.929
lesions:D3_7F_Ev_2,6,112775,18795.833,14.761,255,959.376,394.916,29.729,119.143
leaf:D3_7F_Ev_3,1,192262,192262,14.836,255,5014.771,2175.232,112.538,178.803
lesions:D3_7F_Ev_3,20,94699,4734.95,29.47,255,267.115,100.091,15.319,107.385
leaf:D3_7F_Ev_R1,1,456731,456731,14.582,255,7814.598,3223.738,180.389,3.779
lesions:D3_7F_Ev_R1,19,124454,6550.211,12.058,255,368.143,132.952,19.3,56.181
leaf:D3_7F_Ev_R2,1,218478,218478,4.85,255,8956.728,2921.334,95.222,2.188
lesions:D3_7F_Ev_R2,11,81108,7373.455,4.656,255,594.865,158.203,12.854,27.637
leaf:D3_7F_Ev_R3,1,246819,246819,18.102,255,6284.376,2715.05,115.747,176.693
lesions:D3_7F_Ev_R3,26,20072,772,3.176,255,117.608,47.081,9.957,109.598
leaf:D3_7F_EvA,1,1207119,1207119,7.341,255,12122.068,5024.082,305.917,31.487
lesions:D3_7F_EvA,103,229993,2232.942,1.624,255,169.736,54.19,14.391,47.287
leaf:D3_7W_Ev_R1,1,55123,55123,5.671,255,1958.874,830.078,84.552,174.929
lesions:D3_7W_Ev_R1,10,7891,789.1,6.85,255,162.342,64.486,12.394,120.544
leaf:D3_7W_Ev_R2,1,235550,235550,19.361,255,4153.398,1992.046,150.555,175.96
lesions:D3_7W_Ev_R2,14,8391,599.357,1.885,255,73.218,28.335,9.576,86.896
leaf:D3_7W_EvA,1,564279,564279,5.94,255,9048.434,3742.044,191.997,24.314
lesions:D3_7W_EvA,23,218331,9492.652,3.344,255,417.839,148.306,14.492,39.879
leaf:D3_8F_Ev_1,1,325410,325410,15.992,255,6958.082,2932.421,141.291,178.731
lesions:D3_8F_Ev_1,26,109637,4216.808,19.112,255,250.72,83.95,12.11,87.735
leaf:D3_8F_EvA,1,502295,502295,17,254.999,9795.458,4229.248,151.219,177.623
lesions:D3_8F_EvA,20,297034,14851.7,23.656,255,468.824,191.195,19.132,105.102
leaf:D3_8F_EvA_R1,1,463309,463309,20.352,255,9152.196,3899.554,151.275,178.68
lesions:D3_8F_EvA_R1,23,320952,13954.435,35.211,255,383.21,143.473,13.444,72.125
leaf:D3_8F_EvA_R2,1,354807,354807,13.896,255,7923.669,3407.82,132.564,0.076
lesions:D3_8F_EvA_R2,17,279394,16434.941,44.749,255,420.55,173.568,15.87,119.973
leaf:D3_8W_EvA_R1,1,342017,342017,18.602,254.996,8275.473,3522.389,123.629,178
lesions:D3_8W_EvA_R1,41,159051,3879.293,13.876,255,286.53,88.175,13.466,101.65
leaf:D3_8W_EvA_R2,1,805381,805381,24.29,255,10472.811,4232.914,242.255,177.841
lesions:D3_8W_EvA_R2,76,280064,3685.053,16.825,255,168.892,57.054,11.673,85.042
leaf:D3_9F_EvA,1,369083,369083,16.361,255,8015.268,3355.219,140.06,178.446
lesions:D3_9F_EvA,29,47041,1622.103,5.871,255,154.346,55.868,11.154,84.067
leaf:D3_9F_EvA_Bp,1,228514,228514,0.639,255,5132.153,1987.323,146.404,91.463
lesions:D3_9F_EvA_Bp,18,7509,417.167,1.738,255,92.384,38.834,11.335,94.187
leaf:D3_9F_EvA_R1,1,192387,192387,12.619,255,4451.422,1857.335,131.885,177.023
lesions:D3_9F_EvA_R1,13,40325,3101.923,11.009,255,282.242,92.166,16.028,118.832
leaf:D3_9W_EvA,1,403714,403714,17.665,254.999,8423.899,3743.839,137.299,2.203
lesions:D3_9W_EvA,70,210500,3007.143,23.386,255,165.117,58.232,11.558,80.96
leaf:D3_9W_EvA_R1,1,405007,405007,14.046,254.994,10247.078,4517.932,114.139,179.482
lesions:D3_9W_EvA_R1,26,6004,230.923,0.92,255,59.709,23.929,8.823,79.358
leaf:D3_9W_EvA_R2,1,519063,519063,15.722,255,10430.853,4351.447,151.879,179.97
lesions:D3_9W_EvA_R2,48,177826,3704.708,17.779,255,167.224,61.794,10.68,92.017
leaf:D4_10W_Ev_1,1,423120,423120,31.349,255,7135.135,3089.201,174.392,2.853
lesions:D4_10W_Ev_1,34,129405,3806.029,15.971,255,172.041,67.287,11.529,44.751
leaf:D4_10W_Ev_2,1,447582,447582,27.531,255,7958.359,3468.334,164.309,1.23
lesions:D4_10W_Ev_2,18,149162,8286.778,20.604,255,324.78,136.699,15.558,104.184
leaf:D4_10W_Ev_3,1,284914,284914,28.307,254.997,6668.796,2360.971,153.65,2.299
lesions:D4_10W_Ev_3,21,178011,8476.714,31.594,255,397.876,124.79,20.241,52.717
leaf:D4_10W_EvA_edit,1,571575,571575,48.719,254.999,8455.368,3472.272,209.59,1.764
lesions:D4_10W_EvA_edit,47,135460,2882.128,14.406,255,194.284,69.712,12.893,58.73
leaf:D4_10W_EvA_R1,2,978036,489018,40.786,255,6135.471,2599.529,167.999,2.171
lesions:D4_10W_EvA_R1,43,261177,6073.884,13.607,255,237.129,91.274,14.089,75.747
leaf:D4_10W_EvA_R2,1,804746,804746,35.147,255,10118.003,3885.884,263.681,2.486
lesions:D4_10W_EvA_R2,38,338549,8909.184,22.846,255,342.943,93.44,13.962,54.569
leaf:D4_10W_EvA_R3,1,285914,285914,25.473,255,5812.778,2474.468,147.117,2.851
lesions:D4_10W_EvA_R3,16,58994,3687.125,9.024,255,250.751,93.039,12.446,46.762
leaf:D4_10W_EvA_R4_edited,1,892468,892468,51.846,255,10293.739,4401.546,258.165,0.55
lesions:D4_10W_EvA_R4_edited,41,173813,4239.341,11.033,255,224.423,73.972,13.966,87.6
leaf:D4_10W_EvA_R5_edited,1,826332,826332,36.856,254.997,10369.067,4271.581,246.307,3.199
lesions:D4_10W_EvA_R5_edited,39,455116,11669.641,21.616,255,380.089,119.746,16.033,58.233
leaf:D4_10W_EvA_R6,1,661890,661890,37.962,254.999,8561.597,3781.358,222.868,2.312
lesions:D4_10W_EvA_R6,33,37863,1147.364,3.107,255,149.126,61.055,11.413,47.86
leaf:D4_10W_EvA_R7,1,462038,462038,31.492,255,7147.104,3109.97,189.161,0.667
lesions:D4_10W_EvA_R7,16,51106,3194.125,7.576,255,252.409,71.179,17.789,69.307
leaf:D4_10W_EvA_R8,1,540221,540221,22.476,255,8994.353,3820.797,180.023,4.84
lesions:D4_10W_EvA_R8,13,184386,14183.538,10.655,255,562.165,214.104,18.396,79.618
leaf:D4_1W_Ev_1,1,158654,158654,15.09,255,5745.072,2543.004,79.435,177.993
lesions:D4_1W_Ev_1,17,15656,920.941,3.649,255,137.162,53.833,11.434,118.926
leaf:D4_1W_Ev_2,1,232372,232372,26.473,255,5426.972,2358.048,125.47,0.715
lesions:D4_1W_Ev_2,23,52615,2287.609,14.569,255,146.226,70.164,7.896,88.727
leaf:D4_1W_Ev_3,1,132483,132483,19.218,255,4557.585,1919.441,87.881,0.36
lesions:D4_1W_Ev_3,30,11153,371.767,4.877,255,84.907,34.821,8.886,68.666
leaf:D4_1W_EvA,1,277950,277950,27.219,254.999,6293.641,2811.112,125.892,0.131
lesions:D4_1W_EvA,12,10030,835.833,2.505,255,110.014,41.245,9.471,71.267
leaf:D4_2F_Ev_1,1,284432,284432,31.104,255,5803.295,2553.455,141.827,1.362
lesions:D4_2F_Ev_1,16,78844,4927.75,16.592,255,372.737,139.726,19.469,56.968
leaf:D4_2F_Ev_2,1,264705,264705,33.765,255,5353.959,2207.79,152.656,1.402
lesions:D4_2F_Ev_2,13,11348,872.923,2.546,255,140.248,53.628,13.358,70.988
leaf:D4_2F_EvA,1,308460,308460,32.384,255,5729.288,2370.522,165.678,0.462
lesions:D4_2F_EvA,16,25795,1612.188,5.283,255,190.096,62.528,13.029,85.052
leaf:D4_2W_Ev_1,1,203010,203010,22.507,254.972,6257.88,2755.94,93.79,2.701
lesions:D4_2W_Ev_1,12,90009,7500.75,18.593,255,520.788,223.493,13.682,73.439
leaf:D4_2W_Ev_2,1,313796,313796,33.585,255,6105.53,2577.7,154.998,2.725
lesions:D4_2W_Ev_2,10,129975,12997.5,22.577,255,547.347,168.04,20.342,83.545
leaf:D4_2W_Ev_3,1,260240,260240,37.098,255,5749.874,2384.815,138.941,1.037
lesions:D4_2W_Ev_3,15,31553,2103.533,7.053,255,238.996,97.514,12.735,94.228
leaf:D4_2W_EvA,1,491474,491474,31.407,255,9904.798,3471.884,180.238,177.649
lesions:D4_2W_EvA,32,290773,9086.656,27.563,255,411.454,105.476,14.024,107.622
leaf:D4_3F_Ev_1,1,42906,42906,13.156,255,1869.879,708.832,77.07,0.2
lesions:D4_3F_Ev_1,8,11955,1494.375,17.082,255,176.619,59.784,16.812,101.407
leaf:D4_3F_EvA,1,324291,324291,23.37,255,7301.547,3039.054,135.865,179.534
lesions:D4_3F_EvA,17,169269,9957,33.522,255,386.384,149.324,14.814,58.103
leaf:D4_3W_Ev_1,1,325169,325169,28.766,255,6523.749,2733.806,151.444,179.964
lesions:D4_3W_Ev_1,27,36009,1333.667,6.659,255,218.396,84.199,10.029,115.786
leaf:D4_3W_Ev_2,1,219122,219122,26.159,255,6409.197,2755.123,101.264,0.645
lesions:D4_3W_Ev_2,8,74359,9294.875,20.922,255,888.228,321.651,11.24,116.199
leaf:D4_3W_EvA,1,576932,576932,34.533,255,8939.424,3609.087,203.534,2.266
lesions:D4_3W_EvA,56,130905,2337.589,11.401,255,200.127,70.481,13.838,65.992
leaf:D4_4F_Ev_1,1,100852,100852,18.03,255,3236.933,1444.789,88.877,2.379
lesions:D4_4F_Ev_1,3,13414,4471.333,7.523,255,481.67,173.639,21.385,57.476
leaf:D4_4F_Ev_2,1,457559,457559,31.717,255,8056.768,3481.748,167.325,0.689
lesions:D4_4F_Ev_2,17,93309,5488.765,13.51,255,352.83,113.636,16.778,46.199
leaf:D4_4F_EvA,1,217701,217701,23.438,255,5647.021,2228.353,124.39,179.102
lesions:D4_4F_EvA,28,59503,2125.107,16.585,255,167.847,56.949,11.061,106.24
leaf:D4_4W_EvA,1,427039,427039,20.652,255,7918.265,3617.773,150.292,179.497
lesions:D4_4W_EvA,25,173232,6929.28,26.684,255,287.964,119.75,14.058,86.179
leaf:D4_5F_Ev_2,1,62160,62160,15.467,255,2221.335,889.059,89.021,1.991
lesions:D4_5F_Ev_2,8,10643,1330.375,11.477,255,171.043,54.575,13.503,35.692
leaf:D4_5F_Ev_3,1,458353,458353,29.176,255,9031.895,3240.526,180.092,0.832
lesions:D4_5F_Ev_3,14,34444,2460.286,4.261,255,320.509,124.677,15.014,95.336
leaf:D4_5F_Ev_R1,1,249528,249528,29.495,255,5531.977,2477.24,128.251,179.829
lesions:D4_5F_Ev_R1,32,24571,767.844,6.796,255,124.017,50.29,10.344,110.86
leaf:D4_5F_EvA,1,226546,226546,24.59,254.997,6160.373,2278.695,126.584,179.915
lesions:D4_5F_EvA,32,27661,864.406,5.383,255,127.776,47.842,12.042,82.004
leaf:D4_5W_Ev_1,1,39308,39308,7.901,254.955,2652.181,1031.976,48.498,0.276
lesions:D4_5W_Ev_1,2,1850,925,2.377,255,211.719,98.124,9.363,89.785
leaf:D4_5W_Ev_3,1,123043,123043,11.281,255,4669.038,1613.712,97.082,1.327
lesions:D4_5W_Ev_3,11,81857,7441.545,32.792,255,463.483,179.301,14.022,80.97
leaf:D4_5W_EvA,2,1145590,572795,18.101,254.998,8460.654,3461.904,198.045,178.781
lesions:D4_5W_EvA,150,499898,3332.653,13.625,255,195.559,59.791,11.633,106.508
leaf:D4_6F_Ev_3,1,490570,490570,24.771,255,9560.907,3970.52,157.313,179.644
lesions:D4_6F_Ev_3,17,368612,21683.059,48.982,255,862.097,222.823,16.209,140.914
leaf:D4_6F_Ev_R1,2,750704,375352,32.472,255,5575.039,2599.159,128.363,0.697
lesions:D4_6F_Ev_R1,60,93730,1562.167,7.307,255,156.455,54.973,13.276,89.567
leaf:D4_6F_Ev_R2,1,212548,212548,15.176,255,6007.041,2844.155,95.151,179.961
lesions:D4_6F_Ev_R2,12,26044,2170.333,9.081,255,244.827,105.987,12.513,46.697
leaf:D4_6F_Ev_R3,1,142795,142795,16.627,255,4558.656,2051.466,88.626,178.751
lesions:D4_6F_Ev_R3,13,24984,1921.846,10.569,255,182.403,69.857,12.025,113.267
leaf:D4_6F_EvA,1,679404,679404,33.368,254.997,10340.068,3913.584,221.036,0.506
lesions:D4_6F_EvA,20,74044,3702.2,7.376,255,250.822,68.32,12.665,123.506
leaf:D4_6W_Ev_1,1,381495,381495,26.343,255,8019.729,3400.062,142.86,0.976
lesions:D4_6W_Ev_1,14,99836,7131.143,15.274,255,327.154,118.031,17.034,83.15
leaf:D4_6W_Ev_2,1,559051,559051,38.461,255,8322.761,3653.564,194.825,179.692
lesions:D4_6W_Ev_2,32,151942,4748.188,18.687,255,241.937,79.363,12.55,89.906
leaf:D4_6W_Ev_3,1,399162,399162,32.744,254.998,7848.113,2991.43,169.895,179.053
lesions:D4_6W_Ev_3,22,159046,7229.364,22.009,255,327.753,117.949,16.804,74.873
leaf:D4_6W_Ev_R1,1,721029,721029,44.399,255,9226.62,3877.924,236.736,179.156
lesions:D4_6W_Ev_R1,28,166234,5936.929,14.957,255,388.235,128.242,14.339,88.81
leaf:D4_6W_Ev_R3,1,379018,379018,31.6,255,7472.674,3328.637,144.978,178.079
lesions:D4_6W_Ev_R3,12,80170,6680.833,11.555,255,317.192,101.955,15.711,102.739
leaf:D4_6W_EvA,1,365352,365352,27.426,255,7512.449,3322.144,140.024,178.622
lesions:D4_6W_EvA,16,232848,14553,38.712,255,459.878,170.372,13.604,98.346
leaf:D4_7F_Ev_R1,1,556057,556057,37.335,255,8921.194,3923.563,180.447,1.255
lesions:D4_7F_Ev_R1,23,17194,747.565,1.948,255,123.213,50.487,10.747,40.234
leaf:D4_7F_Ev_R2,1,291888,291888,27.455,255,6150.628,2762.65,134.524,0.766
lesions:D4_7F_Ev_R2,11,4630,420.909,1.04,255,94.744,30.791,10.694,99.594
leaf:D4_7F_Ev_R3,1,335311,335311,37.555,254.948,8270.388,2735.223,156.086,0.522
lesions:D4_7F_Ev_R3,26,129713,4988.962,22.328,255,263.579,84.067,13.701,80.443
leaf:D4_7F_Ev_R4,1,137861,137861,18.04,255,4490.462,1869.754,93.879,2.25
lesions:D4_7F_Ev_R4,13,67182,5167.846,24.347,255,367.68,133.016,14.274,48.314
leaf:D4_7F_Ev_R5,1,259564,259564,24.528,255,7389.481,3286.198,100.568,1.419
lesions:D4_7F_Ev_R5,14,58265,4161.786,9.359,255,303.814,111.228,15.194,56.904
leaf:D4_7F_EvA,1,357951,357951,28.624,254.992,6399.832,2911.294,156.548,3.437
lesions:D4_7F_EvA,10,7042,704.2,0.962,255,132.895,48.044,11.46,35.032
leaf:D4_7W_Ev_1,1,395466,395466,33.169,255,7204.897,2681.334,187.788,0.937
lesions:D4_7W_Ev_1,30,68142,2271.4,11.205,255,228.015,73.008,18.717,116.836
leaf:D4_7W_Ev_3,1,296165,296165,30.467,255,6469.097,2818.774,133.778,179.071
lesions:D4_7W_Ev_3,15,50261,3350.733,10.555,255,371.715,111.96,16.029,93.385
leaf:D4_7W_Ev_R1,1,191024,191024,18.295,255,6506.709,2564.774,94.831,1.936
lesions:D4_7W_Ev_R1,28,34722,1240.071,4.872,255,198.976,70.291,11.714,62.299
leaf:D4_7W_Ev_R2,1,384023,384023,25.759,254.998,7284.958,3002.209,162.864,0.638
lesions:D4_7W_Ev_R2,18,88175,4898.611,15.515,255,429.5,145.239,17.702,80.086
leaf:D4_7W_EvA,1,784090,784090,33.081,255,10674.232,4675.743,213.514,2.473
lesions:D4_7W_EvA,56,244853,4372.375,12.993,255,197.56,71.331,14.389,71.362
leaf:D4_8W_Ev_1,1,173756,173756,15.144,254.684,6781.045,2863.963,77.247,0.376
lesions:D4_8W_Ev_1,20,46628,2331.4,14.985,255,240.467,80.812,13.694,66.626
leaf:D4_8W_EvA,2,1154045,577022.5,37.739,255,7025.642,3111.679,211.944,179.611
lesions:D4_8W_EvA,80,203829,2547.863,8.229,255,135.084,49.77,9.797,81.505
leaf:D4_8W_EvA_R1,1,919614,919614,37.496,254.984,12194.486,4479.76,261.373,179.833
lesions:D4_8W_EvA_R1,30,257376,8579.2,11.742,255,333.112,73.524,17.24,108.737
leaf:D4_9F_EvA,2,1015312,507656,37.468,254.995,6275.144,2686.78,178.683,89.837
lesions:D4_9F_EvA,46,27103,589.196,1.404,255,88.73,35.891,9.964,64.049
leaf:D4_9F_EvA_R1,2,808642,404321,34.847,254.988,5998.617,2570.787,143.479,88.358
lesions:D4_9F_EvA_R1,69,88270,1279.275,5.707,255,146.256,43.286,13.867,79.892
leaf:D4_9F_EvA_R2,1,409348,409348,22.709,255,8903.243,3988.858,130.663,179.619
lesions:D4_9F_EvA_R2,15,3712,247.467,0.611,255,71.604,26.808,10.379,123.749
leaf:D4_9F_EvA_R3,2,713760,356880,25.598,255,5750.332,2686.085,131.227,89.62
lesions:D4_9F_EvA_R3,79,37598,475.924,2.169,255,90.122,32.068,11.111,93.213
leaf:D4_9F_EvA_R4,1,366570,366570,34.378,255,6206.286,3034.73,153.797,179.981
lesions:D4_9F_EvA_R4,27,32878,1217.704,7.34,255,121.243,38.583,12.518,103.435
leaf:D4_9W_Ev_1,1,519761,519761,35.396,255,7732.04,3295.241,200.829,0.967
lesions:D4_9W_Ev_1,23,95539,4153.87,12.425,255,245.245,79.454,14.356,75.418
leaf:D4_9W_Ev_2,1,319604,319604,25.572,255,6823.19,3157.88,128.863,179.994
lesions:D4_9W_Ev_2,27,22899,848.111,5.189,255,98.427,38.505,10.5,81.045
leaf:D4_9W_EvA,1,764530,764530,28.101,255,9793.693,4301.778,226.285,179.056
lesions:D4_9W_EvA,39,164776,4225.026,12.689,255,175.46,68.221,12.005,87.245
leaf:D4_9W_EvA_R1,2,695252,347626,27.441,254.997,5946.867,2429.667,120.916,88.862
lesions:D4_9W_EvA_R1,8,669447,83680.875,33.175,255,1544.482,605.694,34.898,45.259
leaf:D4_9W_EvA_R2,1,613241,613241,35.024,255,9662.159,4033.962,193.557,1.534
lesions:D4_9W_EvA_R2,78,287306,3683.41,27.13,255,221.137,72.334,13.801,68.949
leaf:D4_9W_EvA_R3,1,765036,765036,37.368,255,9136.411,4164.127,233.92,2.818
lesions:D4_9W_EvA_R3,65,257119,3955.677,18.793,255,229.951,73.267,12.151,52.764
leaf:D4_9W_EvA_R4,1,624596,624596,29.358,254.999,9524.336,3910.197,203.381,179.962
lesions:D4_9W_EvA_R4,12,363832,30319.333,33.594,255,735.537,286.03,24.259,87.231
