date,site,plot,treatment,sp,ID,leaves_tot,leaves_infec,Bp_spots,scan,path_ID,microbiome,seeds_collected,field_notes
20190829,D2,4,water,Ev,A,1,1,0,0,0,NA,1,too few green leaves
20190830,D2,5,water,Ev,1,3,1,0,0,0,NA,0,
20190830,D2,5,water,Ev,2,9,5,0,1,0,NA,0,
20190830,D2,5,water,Ev,3,9,4,1,1,1,NA,0,
20190830,D2,5,water,Ev,A,4,3,0,1,0,NA,0,
20190830,D2,6,water,Ev,1,5,5,0,1,0,NA,0,
20190830,D2,6,water,Ev,2,6,3,1,1,1,NA,0,
20190830,D2,6,water,Ev,3,1,1,0,0,0,NA,0,
20190830,D2,6,water,Ev,A,2,1,0,0,0,NA,1,too few green leaves
20190830,D2,7,water,Ev,1,4,4,1,1,1,NA,0,
20190830,D2,7,water,Ev,2,7,4,1,1,1,NA,0,
20190830,D2,7,water,Ev,3,8,5,0,1,0,NA,1,
20190830,D2,7,water,Ev,A,5,3,1,1,1,NA,1,
20190830,D2,8,water,Ev,1,4,4,1,1,1,NA,0,
20190830,D2,8,water,Ev,2,5,4,1,1,1,NA,0,
20190830,D2,8,water,Ev,3,8,4,1,1,1,NA,0,
20190830,D2,8,water,Ev,A,4,4,0,1,0,NA,1,
20190829,D2,9,water,Ev,1,5,5,1,1,1,NA,0,
20190829,D2,9,water,Ev,2,4,3,1,1,1,NA,0,
20190829,D2,9,water,Ev,3,5,3,0,1,0,NA,1,
20190829,D2,9,water,Ev,A,4,4,0,1,0,NA,1,
20190829,D2,10,water,Ev,1,2,2,1,0,1,NA,0,"too few green leaves, no good leaf for scanning"
20190829,D2,10,water,Ev,2,5,3,1,1,1,NA,0,
20190829,D2,10,water,Ev,3,4,2,0,1,0,NA,0,
20190829,D2,10,water,Ev,A,3,2,0,0,0,NA,1,too few green leaves
20190829,D3,1,fungicide,Ev,1,6,5,0,1,0,NA,0,larval tick bomb
20190829,D3,1,fungicide,Ev,2,2,2,0,0,0,NA,1,"too few green leaves, larval tick bomb"
20190829,D3,1,fungicide,Ev,3,6,6,0,1,0,NA,0,larval tick bomb
20190829,D3,1,fungicide,Ev,A,3,2,0,1,0,NA,1,larval tick bomb
20190829,D3,2,fungicide,Ev,1,4,4,1,1,1,NA,0,
20190829,D3,2,fungicide,Ev,2,5,5,1,1,1,NA,0,
20190829,D3,2,fungicide,Ev,3,5,5,1,1,1,NA,0,
20190829,D3,2,fungicide,Ev,A,6,5,1,1,1,NA,1,2 seed bags
20190829,D3,3,fungicide,Ev,1,4,4,1,1,1,NA,1,
20190829,D3,3,fungicide,Ev,2,3,3,0,0,0,NA,1,too few green leaves
20190829,D3,3,fungicide,Ev,3,6,6,0,1,0,NA,0,
20190829,D3,3,fungicide,Ev,A,3,3,1,1,1,NA,1,
20190829,D3,4,fungicide,Ev,1,5,5,0,1,0,NA,0,
20190829,D3,4,fungicide,Ev,2,3,3,0,1,0,NA,0,
20190829,D3,4,fungicide,Ev,3,3,3,0,0,0,NA,1,too few green leaves
20190829,D3,4,fungicide,Ev,A,2,2,1,0,1,NA,1,"too few green leaves, no good leaf for scanning"
20190829,D3,5,fungicide,Ev,1,9,7,1,1,1,NA,0,
20190829,D3,5,fungicide,Ev,2,7,5,0,1,0,NA,1,
20190829,D3,5,fungicide,Ev,3,8,5,1,1,1,NA,0,
20190829,D3,5,fungicide,Ev,A,3,3,1,1,1,NA,1,
20190829,D3,6,fungicide,Ev,1,9,8,1,1,1,NA,0,
20190829,D3,6,fungicide,Ev,2,9,8,1,1,1,NA,0,
20190829,D3,6,fungicide,Ev,3,8,8,0,1,0,NA,0,
20190829,D3,6,fungicide,Ev,A,5,4,1,1,1,NA,1,
20190829,D3,7,fungicide,Ev,1,3,3,1,1,1,NA,0,
20190829,D3,7,fungicide,Ev,2,3,3,1,0,0,NA,0,too few green leaves
20190829,D3,7,fungicide,Ev,3,7,7,1,1,1,NA,0,
20190829,D3,7,fungicide,Ev,A,7,6,1,1,1,NA,1,
20190829,D3,8,fungicide,Ev,1,11,9,1,1,1,NA,0,
20190829,D3,8,fungicide,Ev,2,8,8,1,1,1,NA,1,
20190829,D3,8,fungicide,Ev,3,7,7,0,1,0,NA,1,
20190829,D3,8,fungicide,Ev,A,4,3,1,1,1,NA,1,
20190829,D3,9,fungicide,Ev,1,11,9,1,1,1,NA,0,
20190829,D3,9,fungicide,Ev,2,7,4,0,1,0,NA,1,
20190829,D3,9,fungicide,Ev,3,6,5,1,1,1,NA,1,
20190829,D3,9,fungicide,Ev,A,11,10,1,1,1,NA,1,
20190829,D3,10,fungicide,Ev,1,3,3,0,0,0,NA,0,too few green leaves
20190829,D3,10,fungicide,Ev,2,3,3,0,0,0,NA,1,too few green leaves
20190829,D3,10,fungicide,Ev,3,1,1,0,0,0,NA,0,too few green leaves
20190829,D3,10,fungicide,Ev,A,3,0,0,0,0,NA,1,too few green leaves
20190829,D3,1,water,Ev,1,6,5,1,1,1,NA,0,
20190829,D3,1,water,Ev,2,5,5,0,1,0,NA,0,
20190829,D3,1,water,Ev,3,6,5,1,1,1,NA,0,
20190829,D3,1,water,Ev,A,4,3,1,1,0,NA,1,"too few green leaves, no fresh bp leaves"
20190829,D3,2,water,Ev,1,5,4,0,1,0,NA,0,
20190829,D3,2,water,Ev,2,6,3,0,1,0,NA,0,
20190829,D3,2,water,Ev,3,5,5,0,1,0,NA,0,
20190829,D3,2,water,Ev,A,6,5,1,1,1,NA,1,2 seed bags
20190829,D3,3,water,Ev,1,4,4,1,1,1,NA,0,
20190829,D3,3,water,Ev,2,6,5,0,1,0,NA,0,
20190829,D3,3,water,Ev,3,4,4,0,1,0,NA,0,
20190829,D3,3,water,Ev,A,6,6,1,1,1,NA,0,
20190829,D3,4,water,Ev,1,8,7,1,1,1,NA,0,
20190829,D3,4,water,Ev,2,6,4,1,1,1,NA,0,
20190829,D3,4,water,Ev,3,7,5,0,1,0,NA,0,
20190829,D3,4,water,Ev,A,8,6,1,1,1,NA,1,
20190829,D3,5,water,Ev,1,3,3,1,1,1,NA,0,
20190829,D3,5,water,Ev,2,2,1,0,0,0,NA,1,too few green leaves
20190829,D3,5,water,Ev,3,3,1,0,0,0,NA,1,too few green leaves
20190829,D3,5,water,Ev,A,2,2,1,0,0,NA,1,too few green leaves
20190829,D3,6,water,Ev,1,3,3,1,1,1,NA,0,
20190829,D3,6,water,Ev,2,3,3,0,1,0,NA,0,
20190829,D3,6,water,Ev,3,2,2,0,1,0,NA,0,
20190829,D3,6,water,Ev,A,4,2,0,1,0,NA,1,
20190829,D3,7,water,Ev,1,4,3,1,0,1,NA,0,"too few green leaves, no good leaf for scanning"
20190829,D3,7,water,Ev,2,3,1,0,1,0,NA,0,
20190829,D3,7,water,Ev,3,2,0,0,0,0,NA,1,too few green leaves
20190829,D3,7,water,Ev,A,2,0,0,0,0,NA,1,too few green leaves
20190829,D3,8,water,Ev,1,8,6,1,1,1,NA,0,
20190829,D3,8,water,Ev,2,7,4,0,1,0,NA,0,
20190829,D3,8,water,Ev,3,7,3,0,1,0,NA,0,
20190829,D3,8,water,Ev,A,6,5,1,1,1,NA,1,
20190829,D3,9,water,Ev,1,3,2,0,1,0,NA,0,
20190829,D3,9,water,Ev,2,6,4,0,1,0,NA,0,
20190829,D3,9,water,Ev,3,8,6,0,1,0,NA,0,
20190829,D3,9,water,Ev,A,2,1,0,0,0,NA,1,too few green leaves
20190829,D3,10,water,Ev,1,6,6,1,1,1,NA,1,
20190829,D3,10,water,Ev,2,2,1,0,0,0,NA,0,too few green leaves
20190829,D3,10,water,Ev,3,8,5,0,1,0,NA,1,
20190829,D3,10,water,Ev,A,1,1,0,0,0,NA,1,
20190828,D4,1,fungicide,Ev,1,11,6,1,1,1,NA,0,
20190828,D4,1,fungicide,Ev,2,8,7,1,1,1,NA,0,
20190828,D4,1,fungicide,Ev,3,10,9,0,1,0,NA,0,
20190828,D4,1,fungicide,Ev,A,6,4,1,1,1,NA,0,
20190828,D4,2,fungicide,Ev,1,2,0,0,0,0,NA,0,too few green leave
20190828,D4,2,fungicide,Ev,2,4,3,0,1,0,NA,0,
20190828,D4,2,fungicide,Ev,3,9,8,1,1,1,NA,0,
20190828,D4,2,fungicide,Ev,A,6,6,1,1,1,NA,0,one bp leaf
20190828,D4,3,fungicide,Ev,1,6,6,1,1,1,NA,0,
20190828,D4,3,fungicide,Ev,2,7,7,1,1,1,NA,0,
20190828,D4,3,fungicide,Ev,3,4,2,1,1,1,NA,0,
20190828,D4,3,fungicide,Ev,A,4,3,0,1,0,NA,1,
20190828,D4,4,fungicide,Ev,1,6,4,0,1,0,NA,0,
20190828,D4,4,fungicide,Ev,2,5,4,0,1,0,NA,0,
20190828,D4,4,fungicide,Ev,3,6,5,0,1,0,NA,0,
20190828,D4,4,fungicide,Ev,A,5,4,0,1,0,NA,0,
20190828,D4,5,fungicide,Ev,1,8,6,1,1,1,NA,0,
20190828,D4,5,fungicide,Ev,2,6,4,1,1,1,NA,0,
20190828,D4,5,fungicide,Ev,3,6,3,1,1,1,NA,0,
20190828,D4,5,fungicide,Ev,A,0,0,0,0,0,NA,0,appears dead
20190828,D4,6,fungicide,Ev,1,10,9,1,1,1,NA,0,
20190828,D4,6,fungicide,Ev,2,11,10,1,1,1,NA,0,
20190828,D4,6,fungicide,Ev,3,13,10,1,1,1,NA,0,
20190828,D4,6,fungicide,Ev,A,4,4,1,1,1,NA,1,
20190828,D4,7,fungicide,Ev,1,9,6,1,1,1,NA,0,
20190828,D4,7,fungicide,Ev,2,8,7,1,1,1,NA,0,
20190828,D4,7,fungicide,Ev,3,8,7,1,1,1,NA,0,
20190828,D4,7,fungicide,Ev,A,6,3,1,1,1,NA,1,
20190828,D4,8,fungicide,Ev,1,7,5,1,1,1,NA,0,
20190828,D4,8,fungicide,Ev,2,6,5,0,1,0,NA,0,
20190828,D4,8,fungicide,Ev,3,9,4,0,1,0,NA,0,
20190828,D4,8,fungicide,Ev,A,4,2,1,1,1,NA,1,
20190828,D4,9,fungicide,Ev,1,7,3,0,1,0,NA,0,
20190828,D4,9,fungicide,Ev,2,7,5,1,1,1,NA,0,
20190828,D4,9,fungicide,Ev,3,9,9,1,1,1,NA,0,
20190828,D4,9,fungicide,Ev,A,4,1,0,0,0,NA,1,too few green leaves
20190828,D4,10,fungicide,Ev,1,7,6,0,1,0,NA,0,
20190828,D4,10,fungicide,Ev,2,11,8,1,1,1,NA,0,
20190828,D4,10,fungicide,Ev,3,9,6,1,1,1,NA,1,
20190828,D4,10,fungicide,Ev,A,2,2,1,0,0,NA,0,too few green leaves
20190828,D4,1,water,Ev,1,9,7,1,1,1,NA,0,
20190828,D4,1,water,Ev,2,3,2,1,1,1,NA,0,
20190828,D4,1,water,Ev,3,8,3,1,1,1,NA,1,
20190828,D4,1,water,Ev,A,0,0,0,0,0,NA,1,appears dead
20190828,D4,2,water,Ev,1,4,2,0,1,0,NA,0,
20190828,D4,2,water,Ev,2,4,2,0,0,0,NA,0,too few leaves
20190828,D4,2,water,Ev,3,8,4,1,1,1,NA,0,
20190828,D4,2,water,Ev,A,5,3,1,1,1,NA,0,
20190828,D4,3,water,Ev,1,0,0,0,0,0,NA,0,no green leaves
20190828,D4,3,water,Ev,2,7,6,1,1,1,NA,0,
20190828,D4,3,water,Ev,3,3,3,1,1,1,NA,0,
20190828,D4,3,water,Ev,A,6,6,1,1,1,NA,0,
20190828,D4,4,water,Ev,1,4,4,0,1,0,NA,0,
20190828,D4,4,water,Ev,2,2,2,0,1,0,NA,1,
20190828,D4,4,water,Ev,3,7,6,1,1,1,NA,0,
20190828,D4,4,water,Ev,A,0,0,0,0,0,NA,0,appears dead; sprouted on 8/31
20190828,D4,5,water,Ev,1,0,0,0,0,0,NA,0,appears dead
20190828,D4,5,water,Ev,2,11,10,0,1,0,NA,0,
20190828,D4,5,water,Ev,3,7,5,0,1,0,NA,0,
20190828,D4,5,water,Ev,A,3,1,0,1,0,NA,0,
20190828,D4,6,water,Ev,1,7,4,0,1,0,NA,0,
20190828,D4,6,water,Ev,2,9,7,0,1,0,NA,0,
20190828,D4,6,water,Ev,3,8,5,0,1,0,NA,0,
20190828,D4,6,water,Ev,A,6,6,0,1,0,NA,1,
20190828,D4,7,water,Ev,1,8,7,1,1,1,NA,0,
20190828,D4,7,water,Ev,2,9,7,1,1,1,NA,0,
20190828,D4,7,water,Ev,3,9,8,1,1,1,NA,0,
20190828,D4,7,water,Ev,A,5,5,1,1,1,NA,0,
20190828,D4,8,water,Ev,1,6,3,1,1,1,NA,0,
20190828,D4,8,water,Ev,2,7,2,0,0,0,NA,0,too few leaves
20190828,D4,8,water,Ev,3,3,1,0,0,0,NA,0,too few leaves
20190828,D4,8,water,Ev,A,7,5,0,1,0,NA,1,
20190828,D4,9,water,Ev,1,0,0,0,0,0,NA,1,"dug up, appears dead"
20190828,D4,9,water,Ev,2,0,0,0,0,0,NA,1,"dug up, appears dead"
20190828,D4,9,water,Ev,3,4,2,1,1,1,NA,0,
20190828,D4,9,water,Ev,A,2,1,0,0,0,NA,1,too few leaves
20190828,D4,10,water,Ev,1,2,2,1,0,0,NA,1,too few leaves
20190828,D4,10,water,Ev,2,6,4,1,0,0,NA,0,too few leaves
20190828,D4,10,water,Ev,3,8,7,1,1,1,NA,0,
20190828,D4,10,water,Ev,A,0,0,0,0,0,NA,1,no green leaves
