site,plot,treatment,sp,ID,days,height.cm_jun,height.cm_jul,tillers_jun,tillers_jul,basal_circ.cm_jun,basal_circ.cm_jul,height_growth,tiller_growth,basal_growth,background,density,plant_growth,age,focal,foc,bg,fungicide,plotf
D2,6,fungicide,Ev,3,30,61.4,83.1,8,5,8,6.6,0.35342019543973935,-0.375,-0.17500000000000004,Ev seedling,11,-0.4700036292457356,seedling,Ev seedling,s,s,1,D26f
D2,6,fungicide,Ev,A,30,55.6,59.5,18,28,9.6,8.2,0.0701438848920863,0.5555555555555556,-0.14583333333333337,Ev seedling,11,0.44183275227903923,adult,Ev adult,a,s,1,D26f
D2,7,fungicide,Mv,1,30,52.8,75.2,10,24,0,0,0.4242424242424244,1.4,0,Ev seedling,19,0.8754687373538999,seedling,Mv,m,s,1,D27f
D2,7,fungicide,Mv,2,30,43,81.6,8,20,0,0,0.897674418604651,1.5,0,Ev seedling,19,0.9162907318741551,seedling,Mv,m,s,1,D27f
D2,7,fungicide,Mv,3,30,63.1,99.2,6,12,0,0,0.5721077654516641,1,0,Ev seedling,19,0.6931471805599453,seedling,Mv,m,s,1,D27f
D2,7,fungicide,Ev,1,30,67.1,72.4,9,8,6.5,6.3,0.07898658718330867,-0.1111111111111111,-0.03076923076923079,Ev seedling,19,-0.11778303565638351,seedling,Ev seedling,s,s,1,D27f
D2,7,fungicide,Ev,2,30,64.2,70.4,5,4,6,5,0.09657320872274149,-0.2,-0.16666666666666666,Ev seedling,19,-0.2231435513142097,seedling,Ev seedling,s,s,1,D27f
D2,7,fungicide,Ev,3,30,58.9,69.8,8,6,7,5.6,0.1850594227504244,-0.25,-0.20000000000000004,Ev seedling,19,-0.2876820724517809,seedling,Ev seedling,s,s,1,D27f
D2,7,fungicide,Ev,A,30,58.5,57.5,20,22,15.9,12.1,-0.01709401709401709,0.1,-0.23899371069182393,Ev seedling,19,0.09531017980432493,adult,Ev adult,a,s,1,D27f
D2,8,fungicide,Mv,1,30,59,102.5,29,64,0,0,0.7372881355932204,1.206896551724138,0,Ev adult,3,0.7915872533731978,seedling,Mv,m,a,1,D28f
D2,8,fungicide,Mv,2,30,38.5,94.6,10,42,0,0,1.457142857142857,3.2,0,Ev adult,3,1.4350845252893227,seedling,Mv,m,a,1,D28f
D2,8,fungicide,Mv,3,30,54.1,110.7,20,30,0,0,1.0462107208872458,0.5,0,Ev adult,3,0.4054651081081644,seedling,Mv,m,a,1,D28f
D2,8,fungicide,Ev,1,30,66.3,55.5,9,7,4.1,5.5,-0.16289592760180993,-0.2222222222222222,0.3414634146341465,Ev adult,3,-0.25131442828090605,seedling,Ev seedling,s,a,1,D28f
D2,8,fungicide,Ev,2,30,65.8,68.1,11,10,7.5,8.4,0.03495440729483278,-0.09090909090909093,0.12000000000000004,Ev adult,3,-0.0953101798043249,seedling,Ev seedling,s,a,1,D28f
D2,8,fungicide,Ev,3,30,62.8,68.4,7,5,6.5,5.7,0.08917197452229314,-0.2857142857142857,-0.12307692307692306,Ev adult,3,-0.3364722366212129,seedling,Ev seedling,s,a,1,D28f
D2,8,fungicide,Ev,A,30,81.4,78.1,12,8,8.4,10.4,-0.04054054054054067,-0.3333333333333333,0.23809523809523808,Ev adult,3,-0.40546510810816444,adult,Ev adult,a,a,1,D28f
D2,9,fungicide,Mv,1,30,52.6,72.2,4,17,0,0,0.3726235741444867,3.25,0,Ev adult,5,1.4469189829363254,seedling,Mv,m,a,1,D29f
D2,9,fungicide,Mv,2,30,56.2,67.5,10,32,0,0,0.20106761565836292,2.2,0,Ev adult,5,1.1631508098056809,seedling,Mv,m,a,1,D29f
D2,9,fungicide,Mv,3,30,43.4,64.6,7,25,0,0,0.488479262672811,2.5714285714285716,0,Ev adult,5,1.2729656758128876,seedling,Mv,m,a,1,D29f
D2,9,fungicide,Ev,1,30,52.5,60.5,4,3,5.6,3,0.1523809523809524,-0.25,-0.46428571428571425,Ev adult,5,-0.2876820724517809,seedling,Ev seedling,s,a,1,D29f
D2,9,fungicide,Ev,2,30,27.1,24.2,8,5,6.7,5.5,-0.10701107011070118,-0.375,-0.17910447761194032,Ev adult,5,-0.4700036292457356,seedling,Ev seedling,s,a,1,D29f
D2,9,fungicide,Ev,3,30,30.6,25.6,7,6,6.5,4.1,-0.16339869281045752,-0.14285714285714285,-0.3692307692307693,Ev adult,5,-0.15415067982725836,seedling,Ev seedling,s,a,1,D29f
D2,9,fungicide,Ev,A,30,56.6,54.2,13,11,10,8.5,-0.04240282685512365,-0.15384615384615383,-0.15,Ev adult,5,-0.1670540846631662,adult,Ev adult,a,a,1,D29f
D2,10,fungicide,Mv,1,30,45.8,69,4,20,0,0,0.5065502183406114,4,0,Ev adult,9,1.6094379124341003,seedling,Mv,m,a,1,D210f
D2,10,fungicide,Mv,2,30,29.9,66.7,4,22,0,0,1.230769230769231,4.5,0,Ev adult,9,1.7047480922384253,seedling,Mv,m,a,1,D210f
D2,10,fungicide,Mv,3,30,39.4,69.3,4,14,0,0,0.7588832487309645,2.5,0,Ev adult,9,1.252762968495368,seedling,Mv,m,a,1,D210f
D2,10,fungicide,Ev,1,30,42.4,46.7,3,2,4.6,3.1,0.10141509433962274,-0.3333333333333333,-0.3260869565217391,Ev adult,9,-0.40546510810816444,seedling,Ev seedling,s,a,1,D210f
D2,10,fungicide,Ev,2,30,27.3,39,7,2,4.9,2.9,0.42857142857142855,-0.7142857142857143,-0.4081632653061225,Ev adult,9,-1.252762968495368,seedling,Ev seedling,s,a,1,D210f
D2,10,fungicide,Ev,3,30,34.9,72,6,1,4.9,4,1.0630372492836675,-0.8333333333333334,-0.18367346938775517,Ev adult,9,-1.791759469228055,seedling,Ev seedling,s,a,1,D210f
D2,10,fungicide,Ev,A,30,76.8,72.5,5,5,8.1,6.4,-0.0559895833333333,0,-0.20987654320987648,Ev adult,9,0,adult,Ev adult,a,a,1,D210f
D2,2,water,Mv,1,30,58,92.3,14,37,0,0,0.5913793103448275,1.6428571428571428,0,Mv,7,0.9718605830289658,seedling,Mv,m,m,0,D22w
D2,2,water,Mv,2,30,61.5,90.1,11,28,0,0,0.465040650406504,1.5454545454545454,0,Mv,7,0.9343092373768334,seedling,Mv,m,m,0,D22w
D2,2,water,Mv,3,30,52.8,76.1,17,32,0,0,0.4412878787878788,0.8823529411764706,0,Mv,7,0.6325225587435105,seedling,Mv,m,m,0,D22w
D2,2,water,Ev,1,30,46,61.3,9,3,4.1,3.5,0.3326086956521738,-0.6666666666666666,-0.14634146341463408,Mv,7,-1.0986122886681098,seedling,Ev seedling,s,m,0,D22w
D2,2,water,Ev,2,30,17.9,13.9,6,1,4.1,2.4,-0.22346368715083792,-0.8333333333333334,-0.4146341463414634,Mv,7,-1.791759469228055,seedling,Ev seedling,s,m,0,D22w
D2,2,water,Ev,3,30,23,37.2,11,2,6.4,4,0.6173913043478262,-0.8181818181818182,-0.37500000000000006,Mv,7,-1.7047480922384253,seedling,Ev seedling,s,m,0,D22w
D2,2,water,Ev,A,30,66.2,61.4,13,17,16.5,16.2,-0.0725075528700907,0.3076923076923077,-0.01818181818181822,Mv,7,0.26826398659467937,adult,Ev adult,a,m,0,D22w
D2,3,water,Mv,1,30,48.1,66.9,10,16,0,0,0.390852390852391,0.6,0,Mv,19,0.47000362924573563,seedling,Mv,m,m,0,D23w
D2,3,water,Mv,2,30,41,68.6,5,6,0,0,0.6731707317073169,0.2,0,Mv,19,0.1823215567939546,seedling,Mv,m,m,0,D23w
D2,3,water,Mv,3,30,49.1,81.7,5,12,0,0,0.6639511201629328,1.4,0,Mv,19,0.8754687373538999,seedling,Mv,m,m,0,D23w
D2,3,water,Ev,1,30,28.5,53.5,10,4,6.6,4.9,0.8771929824561403,-0.6,-0.25757575757575746,Mv,19,-0.916290731874155,seedling,Ev seedling,s,m,0,D23w
D2,3,water,Ev,2,30,29.9,49.2,12,3,6.7,4,0.645484949832776,-0.75,-0.40298507462686567,Mv,19,-1.3862943611198906,seedling,Ev seedling,s,m,0,D23w
D2,3,water,Ev,3,30,29.4,44.8,11,4,6,5.2,0.5238095238095238,-0.6363636363636364,-0.1333333333333333,Mv,19,-1.0116009116784799,seedling,Ev seedling,s,m,0,D23w
D2,3,water,Ev,A,30,72.8,70.5,13,19,12.8,13,-0.03159340659340656,0.4615384615384616,0.01562499999999994,Mv,19,0.3794896217049037,adult,Ev adult,a,m,0,D23w
D2,4,water,Mv,1,30,63.1,94.5,9,12,0,0,0.4976228209191758,0.3333333333333333,0,Mv,67,0.28768207245178085,seedling,Mv,m,m,0,D24w
D2,4,water,Mv,2,30,68.2,102.2,6,10,0,0,0.4985337243401759,0.6666666666666666,0,Mv,67,0.5108256237659907,seedling,Mv,m,m,0,D24w
D2,4,water,Mv,3,30,66.1,87.1,9,10,0,0,0.3177004538577913,0.1111111111111111,0,Mv,67,0.10536051565782635,seedling,Mv,m,m,0,D24w
D2,4,water,Ev,1,30,27,31.2,8,3,5.5,3.8,0.15555555555555553,-0.625,-0.30909090909090914,Mv,67,-0.9808292530117262,seedling,Ev seedling,s,m,0,D24w
D2,4,water,Ev,3,30,46.1,64.5,10,4,6,4.5,0.3991323210412147,-0.6,-0.25,Mv,67,-0.916290731874155,seedling,Ev seedling,s,m,0,D24w
D2,4,water,Ev,A,30,84.4,88.4,14,14,10.1,11,0.04739336492890995,0,0.08910891089108915,Mv,67,0,adult,Ev adult,a,m,0,D24w
D2,5,water,Mv,1,30,47.5,100.9,34,24,0,0,1.1242105263157895,-0.29411764705882354,0,Ev seedling,7,-0.3483066942682157,seedling,Mv,m,s,0,D25w
D2,5,water,Mv,2,30,57.6,111.3,38,31,0,0,0.9322916666666664,-0.18421052631578944,0,Ev seedling,7,-0.20359895524123955,seedling,Mv,m,s,0,D25w
D2,5,water,Mv,3,30,52.5,117.4,19,35,0,0,1.2361904761904765,0.8421052631578947,0,Ev seedling,7,0.6109090823229731,seedling,Mv,m,s,0,D25w
D2,5,water,Ev,1,30,27,42.1,9,1,5.4,5.2,0.5592592592592593,-0.8888888888888888,-0.03703703703703707,Ev seedling,7,-2.1972245773362196,seedling,Ev seedling,s,s,0,D25w
D2,5,water,Ev,2,30,19.6,20.5,6,2,5.2,3.4,0.0459183673469387,-0.6666666666666666,-0.3461538461538462,Ev seedling,7,-1.0986122886681098,seedling,Ev seedling,s,s,0,D25w
D2,5,water,Ev,3,30,23.5,22.4,8,2,7.1,5.3,-0.04680851063829793,-0.75,-0.2535211267605634,Ev seedling,7,-1.3862943611198906,seedling,Ev seedling,s,s,0,D25w
D2,5,water,Ev,A,30,85.4,103.9,19,19,10,10.4,0.2166276346604215,0,0.04000000000000003,Ev seedling,7,0,adult,Ev adult,a,s,0,D25w
D2,6,water,Mv,1,30,49.2,84.9,8,38,0,0,0.725609756097561,3.75,0,Ev seedling,11,1.55814461804655,seedling,Mv,m,s,0,D26w
D2,6,water,Mv,2,30,31,68.5,27,20,0,0,1.2096774193548387,-0.25925925925925924,0,Ev seedling,11,-0.30010459245033816,seedling,Mv,m,s,0,D26w
D2,6,water,Mv,3,30,60.7,100.2,12,28,0,0,0.6507413509060955,1.3333333333333333,0,Ev seedling,11,0.8472978603872037,seedling,Mv,m,s,0,D26w
D2,6,water,Ev,1,30,36.7,18.1,5,2,6.4,6,-0.5068119891008175,-0.6,-0.06250000000000006,Ev seedling,11,-0.916290731874155,seedling,Ev seedling,s,s,0,D26w
D2,6,water,Ev,2,30,48.3,70.2,8,6,6.6,6.2,0.4534161490683231,-0.25,-0.06060606060606053,Ev seedling,11,-0.2876820724517809,seedling,Ev seedling,s,s,0,D26w
D2,6,water,Ev,3,30,48.9,69.6,4,4,4.9,3.2,0.4233128834355828,0,-0.3469387755102041,Ev seedling,11,0,seedling,Ev seedling,s,s,0,D26w
D2,6,water,Ev,A,30,50.8,63.6,12,15,7.4,8.7,0.251968503937008,0.25,0.17567567567567552,Ev seedling,11,0.22314355131420976,adult,Ev adult,a,s,0,D26w
D2,7,water,Mv,1,30,50.5,106.7,48,28,0,0,1.112871287128713,-0.4166666666666667,0,Ev seedling,19,-0.5389965007326869,seedling,Mv,m,s,0,D27w
D2,7,water,Mv,2,30,45.5,96.5,35,42,0,0,1.120879120879121,0.2,0,Ev seedling,19,0.1823215567939546,seedling,Mv,m,s,0,D27w
D2,7,water,Mv,3,30,56.6,92.3,22,40,0,0,0.6307420494699646,0.8181818181818182,0,Ev seedling,19,0.5978370007556204,seedling,Mv,m,s,0,D27w
D2,7,water,Ev,1,30,57,70,7,4,6,6.6,0.22807017543859648,-0.42857142857142855,0.09999999999999994,Ev seedling,19,-0.5596157879354228,seedling,Ev seedling,s,s,0,D27w
D2,7,water,Ev,2,30,54.9,62.8,10,6,6.8,7.7,0.14389799635701273,-0.4,0.13235294117647065,Ev seedling,19,-0.5108256237659907,seedling,Ev seedling,s,s,0,D27w
D2,7,water,Ev,3,30,53.1,63.1,5,8,6.1,6.4,0.18832391713747643,0.6,0.04918032786885257,Ev seedling,19,0.47000362924573563,seedling,Ev seedling,s,s,0,D27w
D2,7,water,Ev,A,30,59.4,123.9,22,15,16.5,18.3,1.085858585858586,-0.3181818181818182,0.10909090909090911,Ev seedling,19,-0.38299225225610584,adult,Ev adult,a,s,0,D27w
D2,8,water,Mv,1,30,54.1,96.5,38,57,0,0,0.7837338262476894,0.5,0,Ev adult,3,0.4054651081081644,seedling,Mv,m,a,0,D28w
D2,8,water,Mv,2,30,30,85.1,11,57,0,0,1.8366666666666664,4.181818181818182,0,Ev adult,3,1.6451559950361796,seedling,Mv,m,a,0,D28w
D2,8,water,Mv,3,30,53.5,86.5,11,55,0,0,0.616822429906542,4,0,Ev adult,3,1.6094379124341003,seedling,Mv,m,a,0,D28w
D2,8,water,Ev,1,30,65.3,66.8,9,4,4.4,4.8,0.0229709035222052,-0.5555555555555556,0.0909090909090908,Ev adult,3,-0.8109302162163288,seedling,Ev seedling,s,a,0,D28w
D2,8,water,Ev,2,30,65.8,65.2,10,6,7.8,7.2,-0.00911854103343456,-0.4,-0.07692307692307689,Ev adult,3,-0.5108256237659907,seedling,Ev seedling,s,a,0,D28w
D2,8,water,Ev,3,30,62.6,66.7,8,6,5.4,6,0.06549520766773165,-0.25,0.11111111111111104,Ev adult,3,-0.2876820724517809,seedling,Ev seedling,s,a,0,D28w
D2,8,water,Ev,A,30,79.1,58.5,11,27,9.6,16.1,-0.2604298356510745,1.4545454545454546,0.6770833333333336,Ev adult,3,0.8979415932059586,adult,Ev adult,a,a,0,D28w
D2,9,water,Mv,1,30,41,69.7,12,16,0,0,0.7000000000000001,0.3333333333333333,0,Ev adult,5,0.28768207245178085,seedling,Mv,m,a,0,D29w
D2,9,water,Mv,2,30,60.4,91.1,17,34,0,0,0.5082781456953642,1,0,Ev adult,5,0.6931471805599453,seedling,Mv,m,a,0,D29w
D2,9,water,Mv,3,30,50.6,75.7,25,60,0,0,0.4960474308300395,1.4,0,Ev adult,5,0.8754687373538999,seedling,Mv,m,a,0,D29w
D2,9,water,Ev,1,30,57.2,70.1,5,4,4,3.5,0.22552447552447535,-0.2,-0.125,Ev adult,5,-0.2231435513142097,seedling,Ev seedling,s,a,0,D29w
D2,9,water,Ev,2,30,62.5,73,8,4,4.7,4.4,0.168,-0.5,-0.0638297872340425,Ev adult,5,-0.6931471805599453,seedling,Ev seedling,s,a,0,D29w
D2,9,water,Ev,3,30,47.9,59.9,10,8,8.2,6.7,0.25052192066805845,-0.2,-0.1829268292682926,Ev adult,5,-0.2231435513142097,seedling,Ev seedling,s,a,0,D29w
D2,9,water,Ev,A,30,70.4,62.1,13,18,10.9,12.3,-0.11789772727272732,0.38461538461538464,0.1284403669724771,Ev adult,5,0.32542240043462795,adult,Ev adult,a,a,0,D29w
D2,10,water,Mv,1,30,48.8,70,14,29,0,0,0.4344262295081968,1.0714285714285714,0,Ev adult,9,0.7282385003712155,seedling,Mv,m,a,0,D210w
D2,10,water,Mv,2,30,40.4,81.7,16,34,0,0,1.0222772277227723,1.125,0,Ev adult,9,0.7537718023763802,seedling,Mv,m,a,0,D210w
D2,10,water,Mv,3,30,54.1,90.3,17,25,0,0,0.6691312384473197,0.4705882352941176,0,Ev adult,9,0.38566248081198473,seedling,Mv,m,a,0,D210w
D2,10,water,Ev,1,30,67.6,76.3,4,3,6.2,5.2,0.12869822485207105,-0.25,-0.16129032258064516,Ev adult,9,-0.2876820724517809,seedling,Ev seedling,s,a,0,D210w
D2,10,water,Ev,2,30,45.8,52.5,6,5,5.4,5.7,0.14628820960698696,-0.16666666666666666,0.05555555555555552,Ev adult,9,-0.1823215567939546,seedling,Ev seedling,s,a,0,D210w
D2,10,water,Ev,3,30,58.1,53.5,6,3,4.9,3.6,-0.0791738382099828,-0.5,-0.2653061224489796,Ev adult,9,-0.6931471805599453,seedling,Ev seedling,s,a,0,D210w
D2,10,water,Ev,A,30,79.6,62.6,10,8,8,7.9,-0.21356783919597985,-0.2,-0.01249999999999995,Ev adult,9,-0.2231435513142097,adult,Ev adult,a,a,0,D210w
D3,2,fungicide,Mv,1,29,25.2,63.5,21,29,0,0,1.5198412698412698,0.380952380952381,0,Mv,7,0.322773392263051,seedling,Mv,m,m,1,D32f
D3,2,fungicide,Mv,3,29,22.3,31.1,7,25,0,0,0.3946188340807175,2.5714285714285716,0,Mv,7,1.2729656758128876,seedling,Mv,m,m,1,D32f
D3,2,fungicide,Ev,A,29,53.7,54.8,33,25,12.9,7.9,0.02048417132216004,-0.24242424242424243,-0.38759689922480617,Mv,7,-0.2776317365982795,adult,Ev adult,a,m,1,D32f
D3,3,fungicide,Mv,1,29,20,22.3,16,21,0,0,0.11500000000000005,0.3125,0,Mv,19,0.27193371548364176,seedling,Mv,m,m,1,D33f
D3,3,fungicide,Mv,2,29,18.9,35.7,10,25,0,0,0.8888888888888892,1.5,0,Mv,19,0.9162907318741551,seedling,Mv,m,m,1,D33f
D3,3,fungicide,Mv,3,29,37.7,44.5,16,26,0,0,0.1803713527851458,0.625,0,Mv,19,0.4855078157817008,seedling,Mv,m,m,1,D33f
D3,3,fungicide,Ev,A,29,61.5,59.6,16,13,11.1,9.6,-0.0308943089430894,-0.1875,-0.13513513513513514,Mv,19,-0.2076393647782445,adult,Ev adult,a,m,1,D33f
D3,4,fungicide,Mv,1,29,26.4,29.8,7,28,0,0,0.12878787878787887,3,0,Mv,67,1.3862943611198906,seedling,Mv,m,m,1,D34f
D3,4,fungicide,Mv,2,29,27.5,43.5,6,51,0,0,0.5818181818181818,7.5,0,Mv,67,2.1400661634962708,seedling,Mv,m,m,1,D34f
D3,4,fungicide,Mv,3,29,27.4,32.5,14,91,0,0,0.18613138686131392,5.5,0,Mv,67,1.8718021769015913,seedling,Mv,m,m,1,D34f
D3,4,fungicide,Ev,2,29,26.4,25.8,35,9,10.5,5.1,-0.02272727272727264,-0.7428571428571429,-0.5142857142857143,Mv,67,-1.3581234841531944,seedling,Ev seedling,s,m,1,D34f
D3,4,fungicide,Ev,A,29,65.7,66.6,31,29,12,9.5,0.01369863013698617,-0.06451612903225806,-0.20833333333333337,Mv,67,-0.06669137449867228,adult,Ev adult,a,m,1,D34f
D3,5,fungicide,Mv,1,29,20.2,28.5,18,63,0,0,0.4108910891089109,2.5,0,Ev seedling,7,1.252762968495368,seedling,Mv,m,s,1,D35f
D3,5,fungicide,Mv,2,29,27.3,32,30,62,0,0,0.17216117216117213,1.0666666666666669,0,Ev seedling,7,0.7259370033829363,seedling,Mv,m,s,1,D35f
D3,5,fungicide,Mv,3,29,14.7,29.3,9,29,0,0,0.9931972789115648,2.2222222222222223,0,Ev seedling,7,1.1700712526502546,seedling,Mv,m,s,1,D35f
D3,5,fungicide,Ev,A,29,58,58.9,18,14,15.4,16.9,0.01551724137931032,-0.2222222222222222,0.09740259740259728,Ev seedling,7,-0.25131442828090605,adult,Ev adult,a,s,1,D35f
D3,6,fungicide,Mv,1,29,24.5,30.3,5,4,0,0,0.23673469387755103,-0.2,0,Ev seedling,11,-0.2231435513142097,seedling,Mv,m,s,1,D36f
D3,6,fungicide,Mv,3,29,29.6,36.8,9,15,0,0,0.2432432432432431,0.6666666666666666,0,Ev seedling,11,0.5108256237659907,seedling,Mv,m,s,1,D36f
D3,6,fungicide,Ev,A,29,45.4,52.6,32,32,16.1,14,0.15859030837004412,0,-0.13043478260869573,Ev seedling,11,0,adult,Ev adult,a,s,1,D36f
D3,7,fungicide,Mv,1,29,14.1,23.9,9,11,0,0,0.6950354609929077,0.2222222222222222,0,Ev seedling,19,0.20067069546215124,seedling,Mv,m,s,1,D37f
D3,7,fungicide,Mv,2,29,18.6,56.6,24,43,0,0,2.043010752688172,0.7916666666666666,0,Ev seedling,19,0.5831462853456169,seedling,Mv,m,s,1,D37f
D3,7,fungicide,Mv,3,29,21.2,54.3,22,21,0,0,1.561320754716981,-0.04545454545454545,0,Ev seedling,19,-0.04652001563489282,seedling,Mv,m,s,1,D37f
D3,7,fungicide,Ev,1,29,21.1,8.4,11,2,8.4,2.4,-0.6018957345971564,-0.8181818181818182,-0.7142857142857143,Ev seedling,19,-1.7047480922384253,seedling,Ev seedling,s,s,1,D37f
D3,7,fungicide,Ev,2,29,29.4,36.5,9,3,5.1,3.1,0.24149659863945583,-0.6666666666666666,-0.392156862745098,Ev seedling,19,-1.0986122886681098,seedling,Ev seedling,s,s,1,D37f
D3,7,fungicide,Ev,3,29,26.3,19.4,13,2,5.4,2.4,-0.2623574144486693,-0.8461538461538461,-0.5555555555555556,Ev seedling,19,-1.8718021769015913,seedling,Ev seedling,s,s,1,D37f
D3,7,fungicide,Ev,A,29,77.4,76.2,20,26,16.9,19.6,-0.01550387596899228,0.3,0.15976331360946763,Ev seedling,19,0.26236426446749106,adult,Ev adult,a,s,1,D37f
D3,8,fungicide,Mv,1,29,33.8,44.5,13,7,0,0,0.3165680473372782,-0.4615384615384616,0,Ev adult,3,-0.6190392084062235,seedling,Mv,m,a,1,D38f
D3,8,fungicide,Mv,2,29,57.2,35.6,16,25,0,0,-0.3776223776223776,0.5625,0,Ev adult,3,0.44628710262841953,seedling,Mv,m,a,1,D38f
D3,8,fungicide,Mv,3,29,44.6,54.2,7,31,0,0,0.2152466367713005,3.4285714285714284,0,Ev adult,3,1.488077055429833,seedling,Mv,m,a,1,D38f
D3,8,fungicide,Ev,A,29,45.3,61.6,5,4,5.7,3.9,0.359823399558499,-0.2,-0.31578947368421056,Ev adult,3,-0.2231435513142097,adult,Ev adult,a,a,1,D38f
D3,9,fungicide,Mv,1,29,35.5,65.9,3,24,0,0,0.8563380281690143,7,0,Ev adult,5,2.0794415416798357,seedling,Mv,m,a,1,D39f
D3,9,fungicide,Mv,2,29,27.9,79,13,70,0,0,1.831541218637993,4.384615384615385,0,Ev adult,5,1.6835458845878224,seedling,Mv,m,a,1,D39f
D3,9,fungicide,Mv,3,29,31.4,42,6,21,0,0,0.33757961783439494,2.5,0,Ev adult,5,1.252762968495368,seedling,Mv,m,a,1,D39f
D3,9,fungicide,Ev,A,29,63.9,63.6,31,33,14.1,13.4,-0.00469483568075113,0.06451612903225806,-0.04964539007092194,Ev adult,5,0.06252035698133393,adult,Ev adult,a,a,1,D39f
D3,10,fungicide,Mv,1,29,40.8,69.4,13,31,0,0,0.700980392156863,1.3846153846153846,0,Ev adult,9,0.8690378470236095,seedling,Mv,m,a,1,D310f
D3,10,fungicide,Mv,2,29,56.6,70.1,8,30,0,0,0.2385159010600705,2.75,0,Ev adult,9,1.3217558399823195,seedling,Mv,m,a,1,D310f
D3,10,fungicide,Mv,3,29,49.7,61.2,14,62,0,0,0.2313883299798793,3.4285714285714284,0,Ev adult,9,1.488077055429833,seedling,Mv,m,a,1,D310f
D3,10,fungicide,Ev,A,29,55.5,54.1,24,21,13.2,12.8,-0.0252252252252252,-0.125,-0.03030303030303019,Ev adult,9,-0.13353139262452263,adult,Ev adult,a,a,1,D310f
D3,2,water,Mv,1,29,47.9,35.5,8,4,0,0,-0.2588726513569937,-0.5,0,Mv,7,-0.6931471805599453,seedling,Mv,m,m,0,D32w
D3,2,water,Mv,2,29,27.5,22,14,8,0,0,-0.2,-0.42857142857142855,0,Mv,7,-0.5596157879354228,seedling,Mv,m,m,0,D32w
D3,2,water,Mv,3,29,41.6,80.1,11,26,0,0,0.925480769230769,1.3636363636363635,0,Mv,7,0.8602012652231116,seedling,Mv,m,m,0,D32w
D3,2,water,Ev,3,29,20.4,21.5,14,1,8.6,2,0.05392156862745105,-0.9285714285714286,-0.7674418604651163,Mv,7,-2.639057329615259,seedling,Ev seedling,s,m,0,D32w
D3,2,water,Ev,A,29,63.3,64.6,22,26,17.7,12.5,0.0205371248025276,0.18181818181818185,-0.29378531073446323,Mv,7,0.16705408466316624,adult,Ev adult,a,m,0,D32w
D3,3,water,Mv,1,29,40.6,80.1,28,52,0,0,0.9729064039408865,0.8571428571428571,0,Mv,19,0.6190392084062235,seedling,Mv,m,m,0,D33w
D3,3,water,Mv,2,29,43.9,88.3,16,29,0,0,1.0113895216400912,0.8125,0,Mv,19,0.5947071077466928,seedling,Mv,m,m,0,D33w
D3,3,water,Mv,3,29,33.8,74.7,14,31,0,0,1.2100591715976334,1.2142857142857142,0,Mv,19,0.7949298748698876,seedling,Mv,m,m,0,D33w
D3,3,water,Ev,3,29,26.4,46,19,6,8.5,8,0.7424242424242425,-0.6842105263157895,-0.0588235294117647,Mv,19,-1.1526795099383855,seedling,Ev seedling,s,m,0,D33w
D3,3,water,Ev,A,29,66.6,82.8,30,31,13.9,15.5,0.2432432432432433,0.03333333333333333,0.11510791366906473,Mv,19,0.03278982282299097,adult,Ev adult,a,m,0,D33w
D3,4,water,Mv,1,29,63.9,91.9,15,25,0,0,0.4381846635367763,0.6666666666666666,0,Mv,67,0.5108256237659907,seedling,Mv,m,m,0,D34w
D3,4,water,Mv,2,29,52.8,85,19,17,0,0,0.609848484848485,-0.10526315789473684,0,Mv,67,-0.11122563511022437,seedling,Mv,m,m,0,D34w
D3,4,water,Mv,3,29,52.6,92.1,10,5,0,0,0.7509505703422051,-0.5,0,Mv,67,-0.6931471805599453,seedling,Mv,m,m,0,D34w
D3,4,water,Ev,1,29,26.6,27,13,2,6.2,2.4,0.01503759398496235,-0.8461538461538461,-0.6129032258064516,Mv,67,-1.8718021769015913,seedling,Ev seedling,s,m,0,D34w
D3,4,water,Ev,2,29,23.1,15.1,15,3,9.1,2.4,-0.34632034632034636,-0.8,-0.7362637362637362,Mv,67,-1.6094379124341003,seedling,Ev seedling,s,m,0,D34w
D3,4,water,Ev,3,29,19.1,17.1,11,2,8.6,2.4,-0.10471204188481674,-0.8181818181818182,-0.7209302325581395,Mv,67,-1.7047480922384253,seedling,Ev seedling,s,m,0,D34w
D3,4,water,Ev,A,29,34.2,32.4,14,7,8.9,6.1,-0.05263157894736854,-0.5,-0.31460674157303375,Mv,67,-0.6931471805599453,adult,Ev adult,a,m,0,D34w
D3,5,water,Mv,1,29,22.6,50.9,14,11,0,0,1.2522123893805308,-0.21428571428571427,0,Ev seedling,7,-0.2411620568168881,seedling,Mv,m,s,0,D35w
D3,5,water,Mv,2,29,12.3,22.2,5,20,0,0,0.8048780487804876,3,0,Ev seedling,7,1.3862943611198906,seedling,Mv,m,s,0,D35w
D3,5,water,Mv,3,29,37.4,47,9,11,0,0,0.25668449197860965,0.2222222222222222,0,Ev seedling,7,0.20067069546215124,seedling,Mv,m,s,0,D35w
D3,5,water,Ev,1,29,26.8,32.4,10,6,5.1,3.5,0.20895522388059692,-0.4,-0.31372549019607837,Ev seedling,7,-0.5108256237659907,seedling,Ev seedling,s,s,0,D35w
D3,5,water,Ev,A,29,7.2,69.9,27,24,12.6,13,NA,-0.1111111111111111,0.03174603174603177,Ev seedling,7,-0.11778303565638351,adult,Ev adult,a,s,0,D35w
