site,plot,treatment,sp,ID,days,height.cm_jun,height.cm_jul,tillers_jun,tillers_jul,basal_circ.cm_jun,basal_circ.cm_jul,height_growth,tiller_growth,basal_growth
D4,7,water,Ev,1,29,40.4,30.9,4,5,0.9,3.6,-0.23514851485148516,0.25,3
D4,7,water,Ev,2,29,24.8,0,7,0,3,0,-1,-1,-1
D4,7,water,Ev,3,29,28.7,30.8,10,5,3.9,5.1,0.07317073170731712,-0.5,0.30769230769230765
D4,7,water,Ev,A,29,75.8,74.6,16,17,13,15.4,-0.01583113456464384,0.0625,0.18461538461538465
D4,8,water,Mv,1,29,27.2,44.9,6,18,0,0,0.6507352941176471,2,0
D4,8,water,Mv,2,29,36.2,50.4,6,19,0,0,0.3922651933701656,2.1666666666666665,0
D4,8,water,Mv,3,29,39.1,54.1,6,25,0,0,0.3836317135549872,3.1666666666666665,0
D4,8,water,Ev,1,29,31.4,35.2,7,3,3.7,4.4,0.12101910828025492,-0.5714285714285714,0.18918918918918923
D4,8,water,Ev,2,29,35.6,0,11,0,5.3,0,-1,-1,-1
D4,8,water,Ev,3,29,30,0,7,0,3.5,0,-1,-1,-1
D4,8,water,Ev,A,29,89.4,95.4,11,14,8.4,12.1,0.06711409395973154,0.2727272727272727,0.44047619047619035
D4,9,water,Mv,1,29,51,65.3,11,56,0,0,0.28039215686274505,4.090909090909091,0
D4,9,water,Mv,2,29,38.9,67.6,6,20,0,0,0.7377892030848329,2.3333333333333335,0
D4,9,water,Mv,3,29,51.9,66.2,7,26,0,0,0.2755298651252409,2.7142857142857144,0
D4,9,water,Ev,1,29,35.3,36.9,4,2,2.8,2.4,0.04532577903682724,-0.5,-0.14285714285714282
D4,9,water,Ev,2,29,45.1,49.7,5,5,2.7,4.9,0.10199556541019958,0,0.8148148148148149
D4,9,water,Ev,3,29,27.4,0,7,0,2.5,0,-1,-1,-1
D4,9,water,Ev,A,29,65.3,64.7,8,6,4.6,4.5,-0.009188361408881997,-0.25,-0.021739130434782532
D4,10,water,Mv,1,29,41,61.6,8,40,0,0,0.5024390243902439,4,0
D4,10,water,Mv,2,29,58.8,74.2,7,51,0,0,0.26190476190476203,6.285714285714286,0
D4,10,water,Mv,3,29,38.1,56.4,12,34,0,0,0.4803149606299212,1.8333333333333333,0
D4,10,water,Ev,1,29,42.3,36.4,6,4,2.9,8.7,-0.13947990543735223,-0.3333333333333333,1.9999999999999998
D4,10,water,Ev,2,29,39.8,39.6,4,5,2.6,4.5,-0.005025125628140597,0.25,0.7307692307692307
D4,10,water,Ev,3,29,47.6,27.4,3,2,3.3,6,-0.4243697478991597,-0.3333333333333333,0.8181818181818182
D4,10,water,Ev,A,29,67.2,67.4,13,13,4.6,10.5,0.0029761904761905185,0,1.282608695652174
