month,site,plot,treatment,sp,ID,focal,age,bp_example,leaves_tot,leaves_infec,Bp_spots_Ev,leaf_area.pix,lesion_area.pix,leaf_count
jul,D1,10,fungicide,Ev,1,1,seedling,0,3,1,0,320791,2924,1
jul,D1,10,fungicide,Ev,2,1,seedling,0,5,1,0,206506,5805,1
jul,D1,10,fungicide,Ev,3,1,seedling,0,6,2,1,303702,544,1
jul,D1,10,fungicide,Ev,A,1,adult,0,6,1,0,495917,7232,1
jul,D1,10,water,Ev,1,1,seedling,0,2,1,0,226455,1815,1
jul,D1,10,water,Ev,2,1,seedling,0,5,0,1,468503,550,2
jul,D1,10,water,Ev,A,1,adult,0,4,0,0,551128,270400,1
jul,D1,1,fungicide,Ev,1,1,seedling,0,3,0,0,69907,23359,1
jul,D1,1,fungicide,Ev,2,1,seedling,0,5,1,0,638912,92887,1
jul,D1,1,fungicide,Ev,3,1,seedling,0,7,0,0,610066,4660,1
jul,D1,1,fungicide,Ev,A,1,adult,0,9,2,0,255206,795,1
jul,D1,1,water,Ev,3,1,seedling,0,6,2,0,367990,654,1
jul,D1,1,water,Ev,A,1,adult,0,6,2,0,525363,321660,1
jul,D1,2,fungicide,Ev,1,1,seedling,0,6,4,1,527961,7171,1
jul,D1,2,fungicide,Ev,2,1,seedling,0,4,2,1,327597,17166,1
jul,D1,2,fungicide,Ev,3,1,seedling,0,4,0,0,633750,242321,1
jul,D1,2,fungicide,Ev,A,1,adult,0,6,4,1,424310,42780,1
jul,D1,2,water,Ev,1,1,seedling,0,3,1,1,447105,5223,1
jul,D1,2,water,Ev,2,1,seedling,0,5,3,1,214804,7753,1
jul,D1,2,water,Ev,3,1,seedling,0,3,0,0,282439,3917,1
jul,D1,2,water,Ev,A,1,adult,0,7,5,1,805097,187611,2
jul,D1,3,fungicide,Ev,1,1,seedling,0,1,1,0,202045,30524,2
jul,D1,3,fungicide,Ev,2,1,seedling,0,2,0,0,710978,116875,1
jul,D1,3,fungicide,Ev,3,1,seedling,0,7,0,0,338165,18327,1
jul,D1,3,fungicide,Ev,A,1,adult,0,5,0,NA,606692,137538,1
jul,D1,3,water,Ev,1,1,seedling,0,4,4,1,590762,14462,1
jul,D1,3,water,Ev,2,1,seedling,0,4,2,1,298497,1275,1
jul,D1,3,water,Ev,3,1,seedling,0,4,1,1,673732,100339,1
jul,D1,3,water,Ev,A,1,adult,0,5,4,1,582304,28810,1
jul,D1,4,fungicide,Ev,1,1,seedling,0,6,2,0,459819,3122,1
jul,D1,4,fungicide,Ev,2,1,seedling,0,6,3,1,397547,10604,1
jul,D1,4,fungicide,Ev,3,1,seedling,0,5,0,0,537397,38854,1
jul,D1,4,fungicide,Ev,A,1,adult,0,6,2,NA,898131,340842,1
jul,D1,4,water,Ev,1,1,seedling,0,2,1,0,523267,172903,1
jul,D1,4,water,Ev,2,1,seedling,0,1,1,0,265730,204125,1
jul,D1,4,water,Ev,A,1,adult,0,3,0,0,556052,471452,1
jul,D1,5,fungicide,Ev,2,1,seedling,0,6,4,1,404916,147426,1
jul,D1,5,fungicide,Ev,3,1,seedling,0,5,5,1,492508,66480,1
jul,D1,5,fungicide,Ev,A,1,adult,0,6,2,NA,459658,292432,2
jul,D1,5,water,Ev,2,1,seedling,0,2,0,0,140133,121068,1
jul,D1,5,water,Ev,3,1,seedling,0,2,0,0,265705,8242,1
jul,D1,5,water,Ev,A,1,adult,0,6,1,0,1207173,150550,2
jul,D1,6,fungicide,Ev,3,1,seedling,0,2,0,0,257062,128028,1
jul,D1,6,fungicide,Ev,A,1,adult,0,6,3,0,913477,85914,1
jul,D1,6,water,Ev,1,1,seedling,0,5,3,0,609384,169137,1
jul,D1,6,water,Ev,2,1,seedling,0,5,3,0,438594,211187,1
jul,D1,6,water,Ev,3,1,seedling,0,5,3,1,360450,18250,1
jul,D1,6,water,Ev,A,1,adult,0,8,2,0,1363456,105871,2
jul,D1,7,fungicide,Ev,1,1,seedling,0,8,2,0,343614,30735,1
jul,D1,7,fungicide,Ev,2,1,seedling,0,4,3,0,393144,170568,1
jul,D1,7,fungicide,Ev,3,1,seedling,0,8,4,0,459400,27347,1
jul,D1,7,fungicide,Ev,A,1,adult,0,5,1,0,457634,8910,1
jul,D1,7,water,Ev,1,1,seedling,0,4,2,0,355695,9214,1
jul,D1,7,water,Ev,3,1,seedling,0,4,2,1,275506,62165,1
jul,D1,7,water,Ev,A,1,adult,0,5,2,0,1276467,241957,2
jul,D1,8,fungicide,Ev,1,1,seedling,0,1,1,0,365529,138604,1
jul,D1,8,fungicide,Ev,2,1,seedling,0,3,2,1,229705,5049,1
jul,D1,8,fungicide,Ev,3,1,seedling,0,2,1,0,368052,224924,1
jul,D1,8,fungicide,Ev,A,1,adult,0,7,3,1,478359,17937,1
jul,D1,8,water,Ev,1,1,seedling,0,7,4,0,355704,8090,1
jul,D1,8,water,Ev,3,1,seedling,0,7,1,0,558671,63187,2
jul,D1,8,water,Ev,A,1,adult,0,8,3,0,904595,603729,2
jul,D1,9,fungicide,Ev,1,1,seedling,0,2,1,1,488737,10073,1
jul,D1,9,fungicide,Ev,A,1,adult,0,5,1,1,561160,17986,2
jul,D1,9,water,Ev,1,1,seedling,0,3,1,0,425425,31456,2
jul,D1,9,water,Ev,2,1,seedling,0,2,2,0,477246,11328,1
jul,D1,9,water,Ev,3,1,seedling,0,6,3,0,463248,132062,1
jul,D1,9,water,Ev,A,1,adult,0,5,2,0,853684,38446,1
jul,D2,10,fungicide,Ev,1,1,seedling,0,5,3,0,348813,96449,1
jul,D2,10,fungicide,Ev,3,1,seedling,0,3,1,0,130722,40821,1
jul,D2,10,fungicide,Ev,A,1,adult,0,3,2,0,462798,388752,1
jul,D2,10,water,Ev,1,1,seedling,0,7,3,0,833918,704332,2
jul,D2,10,water,Ev,2,1,seedling,0,5,5,0,275420,178420,1
jul,D2,10,water,Ev,3,1,seedling,0,3,1,0,225357,80255,1
jul,D2,10,water,Ev,A,1,adult,0,5,4,0,653067,129664,1
jul,D2,1,fungicide,Ev,1,1,seedling,0,3,0,0,86535,23932,1
jul,D2,1,fungicide,Ev,2,1,seedling,0,4,1,0,584283,83703,1
jul,D2,1,fungicide,Ev,3,1,seedling,0,2,1,0,277321,55119,1
jul,D2,1,fungicide,Ev,A,1,adult,0,5,3,0,1160035,295418,1
jul,D2,1,water,Ev,1,1,seedling,0,3,1,0,159933,19033,1
jul,D2,1,water,Ev,2,1,seedling,0,4,2,0,554715,103135,1
jul,D2,1,water,Ev,A,1,adult,0,5,3,0,636755,200651,1
jul,D2,2,fungicide,Ev,1,1,seedling,0,4,2,0,494798,26859,1
jul,D2,2,fungicide,Ev,2,1,seedling,0,6,2,0,517459,91853,1
jul,D2,2,fungicide,Ev,3,1,seedling,0,5,1,1,413027,20057,1
jul,D2,2,fungicide,Ev,A,1,adult,0,6,2,0,524131,85182,1
jul,D2,2,water,Ev,1,1,seedling,0,5,2,0,760265,28431,1
jul,D2,2,water,Ev,3,1,seedling,0,5,1,0,687752,30770,1
jul,D2,2,water,Ev,A,1,adult,0,2,1,1,342216,185482,1
jul,D2,3,fungicide,Ev,1,1,seedling,0,2,2,0,501797,284796,1
jul,D2,3,fungicide,Ev,2,1,seedling,0,5,4,0,423705,124360,1
jul,D2,3,fungicide,Ev,3,1,seedling,0,5,2,0,267067,8157,1
jul,D2,3,fungicide,Ev,A,1,adult,0,5,2,0,593825,62556,1
jul,D2,3,water,Ev,1,1,seedling,0,7,1,0,557689,99884,1
jul,D2,3,water,Ev,2,1,seedling,0,5,2,0,274312,186484,1
jul,D2,3,water,Ev,3,1,seedling,0,5,1,0,556066,81073,1
jul,D2,3,water,Ev,A,1,adult,0,4,2,0,802402,116789,1
jul,D2,4,fungicide,Ev,1,1,seedling,0,2,1,0,604214,244846,1
jul,D2,4,fungicide,Ev,2,1,seedling,0,7,3,0,472565,56263,1
jul,D2,4,fungicide,Ev,3,1,seedling,0,9,2,0,614662,227195,1
jul,D2,4,fungicide,Ev,A,1,adult,0,5,2,0,587838,427581,1
jul,D2,4,water,Ev,1,1,seedling,0,2,0,0,473066,74431,1
jul,D2,4,water,Ev,3,1,seedling,0,6,2,0,393011,249426,1
jul,D2,4,water,Ev,A,1,adult,0,5,4,0,1032038,516533,1
jul,D2,5,fungicide,Ev,1,1,seedling,0,4,1,0,945310,220025,1
jul,D2,5,fungicide,Ev,2,1,seedling,0,1,1,0,577910,381942,1
jul,D2,5,fungicide,Ev,3,1,seedling,0,7,3,0,278080,19335,1
jul,D2,5,fungicide,Ev,A,1,adult,0,4,4,0,608267,12031,1
jul,D2,5,water,Ev,2,1,seedling,0,3,0,0,127841,73634,1
jul,D2,5,water,Ev,A,1,adult,0,3,3,1,744750,166358,1
jul,D2,6,fungicide,Ev,1,1,seedling,0,6,6,0,395644,49649,1
jul,D2,6,fungicide,Ev,2,1,seedling,0,5,1,0,342113,20971,1
jul,D2,6,fungicide,Ev,3,1,seedling,0,4,2,0,696435,55341,1
jul,D2,6,fungicide,Ev,A,1,adult,0,4,2,0,469699,130537,1
jul,D2,6,water,Ev,2,1,seedling,0,5,3,1,234811,1619,1
jul,D2,6,water,Ev,3,1,seedling,0,4,1,0,316919,70005,1
jul,D2,6,water,Ev,A,1,adult,0,3,1,0,448046,211464,1
jul,D2,7,fungicide,Ev,1,1,seedling,0,5,3,0,466330,77089,1
jul,D2,7,fungicide,Ev,2,1,seedling,0,4,4,0,410016,58220,1
jul,D2,7,fungicide,Ev,3,1,seedling,0,5,5,0,536156,159577,1
jul,D2,7,fungicide,Ev,A,1,adult,0,4,3,0,354482,81235,1
jul,D2,7,water,Ev,1,1,seedling,0,6,4,1,321671,64202,1
jul,D2,7,water,Ev,2,1,seedling,0,6,2,0,472981,32832,1
jul,D2,7,water,Ev,3,1,seedling,0,6,2,1,492777,5052,1
jul,D2,7,water,Ev,A,1,adult,0,8,5,0,641739,5650,1
jul,D2,8,fungicide,Ev,1,1,seedling,0,4,3,0,292634,87340,1
jul,D2,8,fungicide,Ev,2,1,seedling,0,3,3,1,711042,32472,1
jul,D2,8,fungicide,Ev,3,1,seedling,0,6,2,0,829153,18931,1
jul,D2,8,fungicide,Ev,A,1,adult,0,4,2,0,1117114,391296,2
jul,D2,8,water,Ev,1,1,seedling,0,4,4,1,300218,84290,1
jul,D2,8,water,Ev,2,1,seedling,0,4,3,1,404939,33176,1
jul,D2,8,water,Ev,3,1,seedling,0,4,2,0,145808,55742,1
jul,D2,8,water,Ev,A,1,adult,0,7,2,1,281073,10813,1
jul,D2,9,fungicide,Ev,1,1,seedling,0,6,5,0,594199,41554,1
jul,D2,9,fungicide,Ev,2,1,seedling,0,2,1,0,302531,138565,1
jul,D2,9,fungicide,Ev,3,1,seedling,0,3,3,0,504264,57048,1
jul,D2,9,fungicide,Ev,A,1,adult,0,4,2,0,672221,214451,1
jul,D2,9,water,Ev,1,1,seedling,0,5,4,0,234245,13231,1
jul,D2,9,water,Ev,2,1,seedling,0,4,3,0,425469,40706,1
jul,D2,9,water,Ev,3,1,seedling,0,3,3,0,227495,120967,1
jul,D2,9,water,Ev,A,1,adult,0,3,3,0,522783,256240,1
jul,D3,10,fungicide,Ev,A,1,adult,0,2,1,0,920853,28817,1
jul,D3,10,water,Ev,2,1,seedling,0,2,2,0,215575,192683,1
jul,D3,10,water,Ev,A,1,adult,0,5,2,0,594972,13896,1
jul,D3,1,fungicide,Ev,A,1,adult,0,6,6,0,794806,41074,1
jul,D3,1,water,Ev,1,1,seedling,0,3,1,0,117531,19249,1
jul,D3,1,water,Ev,A,1,adult,0,5,1,0,527298,74424,1
jul,D3,2,fungicide,Ev,A,1,adult,0,5,3,0,575975,337889,1
jul,D3,2,water,Ev,3,1,seedling,0,4,1,0,145046,3823,1
jul,D3,2,water,Ev,A,1,adult,0,6,5,0,733125,155321,1
jul,D3,3,fungicide,Ev,A,1,adult,0,3,1,0,373527,217605,1
jul,D3,3,water,Ev,3,1,seedling,0,3,1,0,271544,18854,1
jul,D3,3,water,Ev,A,1,adult,0,4,4,0,907981,254316,1
jul,D3,4,fungicide,Ev,2,1,seedling,0,3,3,0,381459,75613,1
jul,D3,4,fungicide,Ev,A,1,adult,0,7,4,0,747102,117418,1
jul,D3,4,water,Ev,2,1,seedling,0,1,1,0,266553,82340,1
jul,D3,4,water,Ev,A,1,adult,0,1,1,0,277646,79411,1
jul,D3,5,fungicide,Ev,A,1,adult,0,5,3,0,472184,197523,1
jul,D3,5,water,Ev,1,1,seedling,0,2,2,0,528568,361341,1
jul,D3,5,water,Ev,A,1,adult,0,6,2,NA,558989,252527,1
jul,D3,6,fungicide,Ev,A,1,adult,0,4,2,0,641701,56349,1
jul,D3,6,water,Ev,A,1,adult,0,5,3,1,830381,235012,1
jul,D3,7,fungicide,Ev,2,1,seedling,0,4,4,0,442300,112775,1
jul,D3,7,fungicide,Ev,3,1,seedling,0,3,3,0,192262,94699,1
jul,D3,7,fungicide,Ev,A,1,adult,0,6,5,0,1207119,229993,1
jul,D3,7,water,Ev,A,1,adult,0,4,4,0,564279,218331,1
jul,D3,8,fungicide,Ev,1,1,seedling,0,3,1,0,325410,109637,1
jul,D3,8,fungicide,Ev,A,1,adult,0,4,4,0,502295,297034,1
jul,D3,9,fungicide,Ev,A,1,adult,0,6,2,0,369083,47041,1
jul,D3,9,fungicide,Ev,A,1,adult,1,6,2,0,228514,7509,1
jul,D3,9,water,Ev,A,1,adult,0,6,4,0,403714,210500,1
jul,D4,10,water,Ev,1,1,seedling,0,3,3,0,423120,129405,1
jul,D4,10,water,Ev,2,1,seedling,0,4,4,0,447582,149162,1
jul,D4,10,water,Ev,3,1,seedling,0,1,1,0,284914,178011,1
jul,D4,10,water,Ev,A,1,adult,0,4,4,0,571575,135460,1
jul,D4,1,water,Ev,1,1,seedling,0,2,1,0,158654,15656,1
jul,D4,1,water,Ev,2,1,seedling,0,6,2,0,232372,52615,1
jul,D4,1,water,Ev,3,1,seedling,0,3,1,0,132483,11153,1
jul,D4,1,water,Ev,A,1,adult,0,6,1,0,277950,10030,1
jul,D4,2,fungicide,Ev,1,1,seedling,0,6,4,0,284432,78844,1
jul,D4,2,fungicide,Ev,2,1,seedling,0,5,4,0,264705,11348,1
jul,D4,2,fungicide,Ev,A,1,adult,0,6,1,0,308460,25795,1
jul,D4,2,water,Ev,1,1,seedling,0,3,1,0,203010,90009,1
jul,D4,2,water,Ev,2,1,seedling,0,4,2,0,313796,129975,1
jul,D4,2,water,Ev,3,1,seedling,0,4,0,0,260240,31553,1
jul,D4,2,water,Ev,A,1,adult,0,6,2,0,491474,290773,1
jul,D4,3,fungicide,Ev,1,1,seedling,0,4,1,0,42906,11955,1
jul,D4,3,fungicide,Ev,A,1,adult,0,6,1,0,324291,169269,1
jul,D4,3,water,Ev,1,1,seedling,0,6,2,0,325169,36009,1
jul,D4,3,water,Ev,2,1,seedling,0,3,1,0,219122,74359,1
jul,D4,3,water,Ev,A,1,adult,0,4,4,NA,576932,130905,1
jul,D4,4,fungicide,Ev,1,1,seedling,0,1,1,0,100852,13414,1
jul,D4,4,fungicide,Ev,2,1,seedling,0,2,1,0,457559,93309,1
jul,D4,4,fungicide,Ev,A,1,adult,0,6,3,0,217701,59503,1
jul,D4,4,water,Ev,A,1,adult,0,4,1,0,427039,173232,1
jul,D4,5,fungicide,Ev,2,1,seedling,0,3,1,0,62160,10643,1
jul,D4,5,fungicide,Ev,3,1,seedling,0,2,1,0,458353,34444,1
jul,D4,5,fungicide,Ev,A,1,adult,0,5,3,0,226546,27661,1
jul,D4,5,water,Ev,1,1,seedling,0,1,1,0,39308,1850,1
jul,D4,5,water,Ev,3,1,seedling,0,5,3,0,123043,81857,1
jul,D4,5,water,Ev,A,1,adult,0,7,3,0,1145590,499898,2
jul,D4,6,fungicide,Ev,3,1,seedling,0,4,3,0,490570,368612,1
jul,D4,6,fungicide,Ev,A,1,adult,0,7,3,0,679404,74044,1
jul,D4,6,water,Ev,1,1,seedling,0,5,2,0,381495,99836,1
jul,D4,6,water,Ev,2,1,seedling,0,8,1,0,559051,151942,1
jul,D4,6,water,Ev,3,1,seedling,0,8,4,0,399162,159046,1
jul,D4,6,water,Ev,A,1,adult,0,5,1,0,365352,232848,1
jul,D4,7,fungicide,Ev,A,1,adult,0,3,1,0,357951,7042,1
jul,D4,7,water,Ev,1,1,seedling,0,6,1,1,395466,68142,1
jul,D4,7,water,Ev,3,1,seedling,0,5,2,0,296165,50261,1
jul,D4,7,water,Ev,A,1,adult,0,3,2,0,784090,244853,1
jul,D4,8,water,Ev,1,1,seedling,0,3,2,0,173756,46628,1
jul,D4,8,water,Ev,A,1,adult,0,7,4,0,1154045,203829,2
jul,D4,9,fungicide,Ev,A,1,adult,0,8,4,0,1015312,27103,2
jul,D4,9,water,Ev,1,1,seedling,0,3,1,0,519761,95539,1
jul,D4,9,water,Ev,2,1,seedling,0,6,2,0,319604,22899,1
jul,D4,9,water,Ev,A,1,adult,0,6,2,0,764530,164776,1
jul,D1,10,fungicide,Mv,1,1,seedling,0,2,0,NA,211704,278,1
jul,D1,10,fungicide,Mv,2,1,seedling,0,6,2,NA,422460,11677,1
jul,D1,10,fungicide,Mv,3,1,seedling,0,7,1,NA,72788,440,1
jul,D1,10,water,Mv,1,1,seedling,0,5,5,NA,516483,4798,1
jul,D1,10,water,Mv,2,1,seedling,0,5,3,NA,180914,21619,1
jul,D1,10,water,Mv,3,1,seedling,0,10,6,NA,373152,10909,1
jul,D1,1,fungicide,Mv,2,1,seedling,0,5,0,NA,245179,0,1
jul,D1,1,fungicide,Mv,3,1,seedling,0,5,0,NA,513394,530,1
jul,D1,1,water,Mv,1,1,seedling,0,7,2,NA,392290,4559,1
jul,D1,1,water,Mv,2,1,seedling,0,7,0,NA,546282,1476,1
jul,D1,1,water,Mv,3,1,seedling,0,8,1,NA,449060,8444,1
jul,D1,2,fungicide,Mv,1,1,seedling,0,5,4,NA,245050,3442,1
jul,D1,2,fungicide,Mv,2,1,seedling,0,4,3,NA,464915,10540,1
jul,D1,2,fungicide,Mv,3,1,seedling,0,7,5,NA,395987,10350,1
jul,D1,2,water,Mv,1,1,seedling,0,7,5,NA,288549,23903,1
jul,D1,2,water,Mv,2,1,seedling,0,5,4,NA,646854,24721,1
jul,D1,2,water,Mv,3,1,seedling,0,6,4,NA,651014,13023,1
jul,D1,3,fungicide,Mv,1,1,seedling,0,5,0,NA,511412,1223,1
jul,D1,3,fungicide,Mv,2,1,seedling,0,5,0,NA,138840,364,1
jul,D1,3,fungicide,Mv,3,1,seedling,0,6,0,NA,287238,4020,1
jul,D1,3,water,Mv,1,1,seedling,0,8,7,NA,556141,66214,1
jul,D1,3,water,Mv,2,1,seedling,0,5,5,NA,480279,39461,1
jul,D1,3,water,Mv,3,1,seedling,0,5,4,NA,363367,39921,1
jul,D1,4,fungicide,Mv,1,1,seedling,0,9,1,NA,365950,1379,1
jul,D1,4,fungicide,Mv,2,1,seedling,0,8,4,NA,420377,7401,1
jul,D1,4,fungicide,Mv,3,1,seedling,0,3,2,NA,230427,11896,1
jul,D1,4,water,Mv,1,1,seedling,0,5,0,NA,686461,5726,1
jul,D1,4,water,Mv,3,1,seedling,0,5,0,NA,284968,2453,1
jul,D1,5,fungicide,Mv,1,1,seedling,0,4,1,NA,128042,2524,1
jul,D1,5,fungicide,Mv,2,1,seedling,0,6,4,NA,180263,1681,1
jul,D1,5,fungicide,Mv,3,1,seedling,0,5,0,NA,242467,2223,1
jul,D1,5,water,Mv,2,1,seedling,0,3,0,NA,134781,1468,1
jul,D1,5,water,Mv,3,1,seedling,0,6,0,NA,130152,3950,1
jul,D1,6,fungicide,Mv,1,1,seedling,0,10,0,NA,107985,6283,1
jul,D1,6,fungicide,Mv,3,1,seedling,0,4,0,NA,139826,989,2
jul,D1,6,water,Mv,1,1,seedling,0,5,2,NA,600695,7658,1
jul,D1,6,water,Mv,2,1,seedling,0,4,2,NA,482509,2829,1
jul,D1,6,water,Mv,3,1,seedling,0,8,3,NA,645760,2357,1
jul,D1,7,fungicide,Mv,1,1,seedling,0,5,2,NA,518296,5936,1
jul,D1,7,fungicide,Mv,2,1,seedling,0,5,2,NA,195270,2852,1
jul,D1,7,fungicide,Mv,3,1,seedling,0,5,0,NA,159178,682,1
jul,D1,7,water,Mv,1,1,seedling,0,5,5,NA,236651,9561,1
jul,D1,7,water,Mv,2,1,seedling,0,3,2,NA,247620,6957,1
jul,D1,7,water,Mv,3,1,seedling,0,5,3,NA,269641,14717,1
jul,D1,8,fungicide,Mv,1,1,seedling,0,6,4,NA,523757,9775,1
jul,D1,8,fungicide,Mv,2,1,seedling,0,7,5,NA,412143,5924,1
jul,D1,8,fungicide,Mv,3,1,seedling,0,7,4,NA,186679,10363,1
jul,D1,8,water,Mv,1,1,seedling,0,5,2,NA,259263,7325,1
jul,D1,8,water,Mv,2,1,seedling,0,4,1,NA,364130,13144,1
jul,D1,8,water,Mv,3,1,seedling,0,7,3,NA,197605,2639,1
jul,D1,9,fungicide,Mv,1,1,seedling,0,7,1,NA,98835,969,1
jul,D1,9,fungicide,Mv,2,1,seedling,0,7,2,NA,352370,2771,1
jul,D1,9,fungicide,Mv,3,1,seedling,0,8,5,NA,77176,9762,1
jul,D1,9,water,Mv,1,1,seedling,0,5,3,NA,374771,4961,1
jul,D1,9,water,Mv,2,1,seedling,0,5,1,NA,381955,7018,1
jul,D1,9,water,Mv,3,1,seedling,0,7,1,NA,361468,6619,1
jul,D2,10,fungicide,Mv,1,1,seedling,0,3,0,NA,289712,2390,1
jul,D2,10,fungicide,Mv,3,1,seedling,0,4,0,NA,247450,581,1
jul,D2,10,water,Mv,1,1,seedling,0,7,2,NA,118179,4006,1
jul,D2,10,water,Mv,2,1,seedling,0,10,2,NA,495485,7603,1
jul,D2,10,water,Mv,3,1,seedling,0,10,2,NA,334428,2032,1
jul,D2,1,fungicide,Mv,1,1,seedling,0,8,2,NA,509856,5975,1
jul,D2,1,fungicide,Mv,2,1,seedling,0,3,0,NA,285490,5316,1
jul,D2,1,fungicide,Mv,3,1,seedling,0,6,2,NA,299511,9137,1
jul,D2,1,water,Mv,1,1,seedling,0,7,0,NA,673261,352,1
jul,D2,1,water,Mv,2,1,seedling,0,5,0,NA,677811,5660,1
jul,D2,1,water,Mv,3,1,seedling,0,12,0,NA,431489,1126,1
jul,D2,2,fungicide,Mv,1,1,seedling,0,5,0,NA,61542,938,1
jul,D2,2,fungicide,Mv,2,1,seedling,0,10,0,NA,193950,4494,1
jul,D2,2,fungicide,Mv,3,1,seedling,0,11,0,NA,213776,4928,1
jul,D2,2,water,Mv,1,1,seedling,0,6,5,NA,506021,4417,1
jul,D2,2,water,Mv,2,1,seedling,0,7,6,NA,422019,3670,1
jul,D2,2,water,Mv,3,1,seedling,0,10,7,NA,490841,6506,1
jul,D2,3,fungicide,Mv,1,1,seedling,0,3,0,NA,382588,791,1
jul,D2,3,fungicide,Mv,2,1,seedling,0,7,2,NA,390282,4467,1
jul,D2,3,fungicide,Mv,3,1,seedling,0,7,3,NA,318585,7211,1
jul,D2,3,water,Mv,1,1,seedling,0,10,0,NA,93996,6146,1
jul,D2,3,water,Mv,2,1,seedling,0,5,0,NA,421927,3980,1
jul,D2,3,water,Mv,3,1,seedling,0,7,0,NA,455513,1103,1
jul,D2,4,fungicide,Mv,1,1,seedling,0,8,0,NA,116382,184,1
jul,D2,4,fungicide,Mv,2,1,seedling,0,3,0,NA,148756,1120,1
jul,D2,4,fungicide,Mv,3,1,seedling,0,9,0,NA,540103,1901,1
jul,D2,4,water,Mv,1,1,seedling,0,7,1,NA,544846,2099,1
jul,D2,4,water,Mv,2,1,seedling,0,12,1,NA,530271,7961,1
jul,D2,4,water,Mv,3,1,seedling,0,2,0,NA,289046,1375,1
jul,D2,5,fungicide,Mv,1,1,seedling,0,5,2,NA,586700,3772,1
jul,D2,5,fungicide,Mv,2,1,seedling,0,6,0,NA,487125,13605,1
jul,D2,5,fungicide,Mv,3,1,seedling,0,5,2,NA,611011,1328,1
jul,D2,5,water,Mv,1,1,seedling,0,10,3,NA,312527,1068,1
jul,D2,5,water,Mv,2,1,seedling,0,8,2,NA,358861,9012,1
jul,D2,5,water,Mv,3,1,seedling,0,3,0,NA,410709,3275,1
jul,D2,6,fungicide,Mv,1,1,seedling,0,3,0,NA,240707,6056,1
jul,D2,6,fungicide,Mv,2,1,seedling,0,8,2,NA,242491,2408,1
jul,D2,6,fungicide,Mv,3,1,seedling,0,10,0,NA,409879,5078,1
jul,D2,6,water,Mv,1,1,seedling,0,8,0,NA,367400,7106,1
jul,D2,6,water,Mv,2,1,seedling,0,8,1,NA,515075,1432,1
jul,D2,6,water,Mv,3,1,seedling,0,8,1,NA,208492,7535,1
jul,D2,7,fungicide,Mv,1,1,seedling,0,6,0,NA,558976,4132,1
jul,D2,7,fungicide,Mv,2,1,seedling,0,6,0,NA,342188,1095,1
jul,D2,7,fungicide,Mv,3,1,seedling,0,11,0,NA,296050,988,1
jul,D2,7,water,Mv,1,1,seedling,0,9,7,NA,467378,13516,1
jul,D2,7,water,Mv,2,1,seedling,0,7,5,NA,674724,6464,1
jul,D2,7,water,Mv,3,1,seedling,0,3,1,NA,234282,13425,1
jul,D2,8,fungicide,Mv,1,1,seedling,0,9,7,NA,476430,11541,1
jul,D2,8,fungicide,Mv,2,1,seedling,0,8,6,NA,240143,7647,1
jul,D2,8,fungicide,Mv,3,1,seedling,0,7,2,NA,321117,2633,1
jul,D2,8,water,Mv,1,1,seedling,0,9,7,NA,463733,10820,1
jul,D2,8,water,Mv,2,1,seedling,0,2,1,NA,422357,10285,1
jul,D2,8,water,Mv,3,1,seedling,0,10,5,NA,507134,9629,1
jul,D2,9,fungicide,Mv,1,1,seedling,0,5,0,NA,337049,1885,1
jul,D2,9,fungicide,Mv,2,1,seedling,0,4,0,NA,64196,414,1
jul,D2,9,fungicide,Mv,3,1,seedling,0,6,0,NA,81918,1372,1
jul,D2,9,water,Mv,1,1,seedling,0,7,0,NA,278605,6383,1
jul,D2,9,water,Mv,2,1,seedling,0,6,1,NA,402834,10320,1
jul,D2,9,water,Mv,3,1,seedling,0,7,1,NA,346901,8071,1
jul,D3,10,fungicide,Mv,1,1,seedling,0,5,1,NA,233982,95,1
jul,D3,10,fungicide,Mv,2,1,seedling,0,6,2,NA,324573,1220,1
jul,D3,10,fungicide,Mv,3,1,seedling,0,5,1,NA,196055,661,1
jul,D3,10,water,Mv,1,1,seedling,0,6,2,NA,109603,385,1
jul,D3,10,water,Mv,2,1,seedling,0,3,0,NA,228195,201,1
jul,D3,10,water,Mv,3,1,seedling,0,3,1,NA,114228,27225,1
jul,D3,1,fungicide,Mv,1,1,seedling,0,6,2,NA,100535,550,1
jul,D3,1,fungicide,Mv,2,1,seedling,0,6,1,NA,135969,181,1
jul,D3,1,fungicide,Mv,3,1,seedling,0,4,1,NA,175454,1871,1
jul,D3,1,water,Mv,1,1,seedling,0,3,1,NA,246393,1583,1
jul,D3,1,water,Mv,2,1,seedling,0,6,2,NA,477278,1340,1
jul,D3,1,water,Mv,3,1,seedling,0,7,1,NA,167103,664,1
jul,D3,2,fungicide,Mv,1,1,seedling,0,6,1,NA,154890,1623,1
jul,D3,2,fungicide,Mv,2,1,seedling,0,7,1,NA,204467,1799,1
jul,D3,2,fungicide,Mv,3,1,seedling,0,5,0,NA,297157,333,1
jul,D3,2,water,Mv,1,1,seedling,0,6,5,NA,232400,6470,1
jul,D3,2,water,Mv,2,1,seedling,0,6,2,NA,357313,3821,1
jul,D3,2,water,Mv,3,1,seedling,0,7,2,NA,414203,12454,1
jul,D3,3,fungicide,Mv,1,1,seedling,0,4,1,NA,341222,14273,1
